Latency,Frame send time,Mediapipe Pose processing time,Results send time
0.25128912925720215,0.11159372329711914,0.1775200366973877,-0.03931117057800293
0.16699838638305664,0.1061255931854248,0.07353568077087402,-0.048685550689697266
0.23433780670166016,0.11359477043151855,0.08623075485229492,-0.002912759780883789
0.23952960968017578,0.11979556083679199,0.07221031188964844,-0.04043245315551758
0.2878267765045166,0.23835301399230957,0.08114457130432129,-0.041756629943847656
0.18282365798950195,0.09813737869262695,0.08556270599365234,-0.005994558334350586
0.14015722274780273,0.0986795425415039,0.07330012321472168,-0.04475140571594238
0.19086265563964844,0.1440412998199463,0.07227230072021484,-0.02694869041442871
0.14716053009033203,0.1175990104675293,0.06843972206115723,-0.046425819396972656
0.14298796653747559,0.09137368202209473,0.07165384292602539,-0.027890682220458984
0.16071629524230957,0.11422085762023926,0.07251763343811035,-0.03580451011657715
0.16090774536132812,0.10878992080688477,0.06993842124938965,-0.04236721992492676
0.17952680587768555,0.11138224601745605,0.07477688789367676,-0.037195444107055664
0.1445298194885254,0.09517502784729004,0.06855535507202148,-0.04583430290222168
0.19121217727661133,0.11142611503601074,0.0891721248626709,-0.0409543514251709
0.14211130142211914,0.10629391670227051,0.07062816619873047,-0.03606438636779785
0.1405329704284668,0.11017894744873047,0.07342958450317383,-0.0478520393371582
0.15993499755859375,0.10986852645874023,0.0746450424194336,-0.02805781364440918
0.17761540412902832,0.11120462417602539,0.08240890502929688,-0.03141641616821289
0.14574694633483887,0.10675740242004395,0.07250618934631348,-0.04131174087524414
0.18244171142578125,0.1300215721130371,0.07258391380310059,-0.04915809631347656
0.16169095039367676,0.11013531684875488,0.07021975517272949,-0.026422739028930664
0.17554450035095215,0.10750842094421387,0.07634973526000977,-0.024424076080322266
0.175567626953125,0.1150057315826416,0.0678091049194336,-0.032323598861694336
0.15892243385314941,0.10963678359985352,0.07072591781616211,-0.040212392807006836
0.17599081993103027,0.11349797248840332,0.06853675842285156,-0.031648874282836914
0.14378070831298828,0.10628724098205566,0.07798528671264648,-0.0468592643737793
0.15989947319030762,0.10913228988647461,0.07294917106628418,-0.025841236114501953
0.19091057777404785,0.11400294303894043,0.07151651382446289,-0.03625178337097168
