frame_count,arrival_time
3210000,1746786423.983536
3249000,1746786424.0483725
3258000,1746786424.226251
3279000,1746786424.2978988
3288000,1746786424.4116032
3291000,1746786424.5008173
3297000,1746786424.5374465
3312000,1746786424.673817
3318000,1746786424.8828347
3333000,1746786424.891894
3336000,1746786424.9803202
3345000,1746786425.1878283
3357000,1746786425.3866553
3372000,1746786425.3966467
3378000,1746786425.5527494
3393000,1746786425.5837896
3402000,1746786425.7277944
3417000,1746786425.8562546
3429000,1746786425.9371426
3432000,1746786426.207727
3453000,1746786426.2393627
3456000,1746786426.574375
3483000,1746786426.7533636
3489000,1746786428.0256798
3570000,1746786428.0396354
3579000,1746786428.286781
3654000,1746786428.3853133
3666000,1746786428.480156
3672000,1746786428.6587603
3675000,1746786429.0844388
3684000,1746786429.10199
3687000,1746786429.3095293
3747000,1746786429.3241174
3756000,1746786429.5021472
3789000,1746786429.5827105
3795000,1746786429.6803339
3798000,1746786429.8629394
3801000,1746786429.9856122
3804000,1746786430.1268876
3807000,1746786430.132887
3810000,1746786430.4962075
3822000,1746786430.7053087
3825000,1746786431.4583862
3882000,1746786431.5927608
3891000,1746786431.702497
3921000,1746786431.887961
3927000,1746786432.0679727
3960000,1746786432.0779734
3972000,1746786432.2712967
3990000,1746786432.3680832
3999000,1746786432.4893985
4011000,1746786432.676009
4014000,1746786432.7663028
4038000,1746786432.8812473
4041000,1746786432.9992065
4059000,1746786433.0668104
4065000,1746786433.0788305
4074000,1746786433.2664373
4077000,1746786433.3599095
4095000,1746786433.504355
4107000,1746786433.599971
4110000,1746786433.8708174
4140000,1746786433.9708161
4155000,1746786434.1785612
4170000,1746786434.187561
4173000,1746786434.3627162
4185000,1746786434.5615675
4188000,1746786434.6584115
4203000,1746786434.7575593
4221000,1746786434.993746
4227000,1746786435.0720823
4236000,1746786435.1386108
4248000,1746786435.3465283
4254000,1746786435.5119734
4278000,1746786435.5235188
4281000,1746786435.7146504
4293000,1746786435.8082678
4305000,1746786436.592221
4347000,1746786436.5971868
4359000,1746786436.8017375
4368000,1746786437.0265365
4398000,1746786437.0375376
4428000,1746786437.0575337
4434000,1746786437.5594928
4455000,1746786437.6494048
4461000,1746786437.7662327
4464000,1746786438.0395203
4473000,1746786438.2734816
4503000,1746786438.2784786
4506000,1746786438.8173618
4548000,1746786438.8223712
4554000,1746786439.3925033
4605000,1746786439.397502
4614000,1746786439.6995378
4626000,1746786439.7045426
4638000,1746786440.3652818
4683000,1746786440.3782814
4689000,1746786440.702968
4746000,1746786440.8654232
4749000,1746786440.9639366
4758000,1746786441.169058
4761000,1746786441.4709592
4800000,1746786441.4769614
4809000,1746786441.6165686
4842000,1746786441.679667
