frame_count,send_time
2565000,1746786416.566892
2616000,1746786416.6376193
2628000,1746786416.8932636
2637000,1746786416.9719107
2652000,1746786417.082049
2661000,1746786417.2745345
2664000,1746786417.3467689
2673000,1746786417.6718972
2697000,1746786417.715785
2706000,1746786417.9990811
2724000,1746786418.0860305
2727000,1746786418.479784
2766000,1746786418.565364
2778000,1746786418.6420953
2790000,1746786418.953843
2814000,1746786419.0285573
2823000,1746786419.2084477
2841000,1746786419.2770681
2847000,1746786419.3548486
2853000,1746786419.5832067
2865000,1746786419.6594493
2898000,1746786419.7248023
2904000,1746786419.797294
2913000,1746786420.0415325
2916000,1746786420.3598516
2949000,1746786420.4492352
2952000,1746786420.6653397
2970000,1746786420.738903
2994000,1746786420.8111434
3003000,1746786420.88418
3006000,1746786421.1103098
3009000,1746786421.1949925
3018000,1746786421.3604176
3024000,1746786421.4506361
3033000,1746786421.7505836
3066000,1746786421.8257878
3075000,1746786422.0215852
3093000,1746786422.097618
3102000,1746786422.2448084
3105000,1746786422.3230164
3117000,1746786422.534842
3138000,1746786422.6142838
3147000,1746786422.693452
3171000,1746786422.7720737
3177000,1746786422.8513353
3183000,1746786422.9276152
3195000,1746786423.414729
3204000,1746786423.4854167
3210000,1746786423.8011212
3249000,1746786423.8723466
3258000,1746786424.0503445
3279000,1746786424.1296926
3288000,1746786424.2038047
3291000,1746786424.281651
3297000,1746786424.3687048
3312000,1746786424.4481657
3318000,1746786424.6034007
3333000,1746786424.6889608
3336000,1746786424.7841966
3345000,1746786424.8690362
3357000,1746786425.1187363
3372000,1746786425.207962
3378000,1746786425.326712
3393000,1746786425.403677
3402000,1746786425.5334754
3417000,1746786425.6645582
3429000,1746786425.7482626
3432000,1746786425.987977
3453000,1746786426.0611508
3456000,1746786426.3209264
3483000,1746786426.3982255
3489000,1746786427.7646296
3570000,1746786427.8452475
3579000,1746786428.1359262
3654000,1746786428.1824627
3666000,1746786428.270843
3672000,1746786428.3471935
3675000,1746786428.592421
3684000,1746786428.6684163
3687000,1746786429.0154593
3747000,1746786429.0911877
3756000,1746786429.3632684
3789000,1746786429.4388945
3795000,1746786429.5236847
3798000,1746786429.5962775
3801000,1746786429.781718
3804000,1746786429.8571622
3807000,1746786429.93566
3810000,1746786430.3462377
3822000,1746786430.4264605
3825000,1746786431.2345953
3882000,1746786431.3100765
3891000,1746786431.5307093
3921000,1746786431.6050253
3927000,1746786431.830942
3960000,1746786431.9106636
3972000,1746786432.1146178
3990000,1746786432.188299
3999000,1746786432.3172998
4011000,1746786432.5267978
4014000,1746786432.6105647
4038000,1746786432.6866338
4041000,1746786432.7621818
4059000,1746786432.8391573
4065000,1746786432.914635
4074000,1746786433.1151717
4077000,1746786433.1894524
4095000,1746786433.263777
4107000,1746786433.344684
4110000,1746786433.7167346
4140000,1746786433.789325
4155000,1746786433.927274
4170000,1746786434.0183969
4173000,1746786434.192718
4185000,1746786434.2657633
4188000,1746786434.4985654
4203000,1746786434.5461924
4221000,1746786434.7838402
4227000,1746786434.8561366
4236000,1746786434.9857252
4248000,1746786435.0578842
4254000,1746786435.2678342
4278000,1746786435.3439684
4281000,1746786435.5514443
4293000,1746786435.6274788
4305000,1746786436.3351433
4347000,1746786436.4116564
4359000,1746786436.5303416
4368000,1746786436.7276874
4398000,1746786436.8078103
4428000,1746786436.8890991
4434000,1746786437.3822331
4455000,1746786437.4568927
4461000,1746786437.5308642
4464000,1746786437.888824
4473000,1746786437.953854
4503000,1746786438.0115676
4506000,1746786438.4589627
4548000,1746786438.5149486
4554000,1746786439.029669
4605000,1746786439.0840492
4614000,1746786439.32641
4626000,1746786439.3852332
4638000,1746786439.935987
4683000,1746786439.993445
4689000,1746786440.5061822
4746000,1746786440.562022
4749000,1746786440.7896445
4758000,1746786440.847657
4761000,1746786441.0999806
4800000,1746786441.153984
4809000,1746786441.4028971
4842000,1746786441.4656436
