0,1746452873.8037782
9000,1746452873.8829353
12000,1746452873.95005
21000,1746452874.0025752
24000,1746452874.063896
30000,1746452874.1051679
36000,1746452874.1700222
45000,1746452874.2059507
48000,1746452874.2666435
54000,1746452874.3262746
60000,1746452874.4390218
69000,1746452874.4537272
72000,1746452874.5110064
78000,1746452874.5711234
81000,1746452874.6320767
87000,1746452874.696548
93000,1746452874.7395554
99000,1746452874.8244321
105000,1746452874.8694263
111000,1746452874.9354534
114000,1746452874.9989417
120000,1746452875.0319405
123000,1746452875.0954826
129000,1746452875.1588142
138000,1746452875.2228477
141000,1746452875.303086
147000,1746452875.313335
153000,1746452875.3664267
156000,1746452875.4614022
159000,1746452875.5279324
168000,1746452875.5606732
174000,1746452875.6245296
180000,1746452875.6893456
183000,1746452875.7333722
189000,1746452875.7981339
192000,1746452875.832232
198000,1746452875.8965833
201000,1746452875.958394
207000,1746452875.9922576
210000,1746452876.056687
216000,1746452876.1280837
222000,1746452876.169536
228000,1746452876.2323878
234000,1746452876.2957578
237000,1746452876.33355
243000,1746452876.3914747
249000,1746452876.456705
255000,1746452876.5204132
258000,1746452876.6010804
264000,1746452876.6125393
267000,1746452876.6948829
270000,1746452876.7592196
279000,1746452876.791059
282000,1746452876.8551993
288000,1746452876.8948915
294000,1746452876.9530218
300000,1746452877.0443118
303000,1746452877.0964944
309000,1746452877.1296926
315000,1746452877.1922398
318000,1746452877.229306
324000,1746452877.2945173
327000,1746452877.3846898
333000,1746452877.4126332
339000,1746452877.467598
342000,1746452877.5601537
348000,1746452877.59654
357000,1746452877.6901412
360000,1746452877.7262185
366000,1746452877.7942004
372000,1746452877.8237462
375000,1746452877.9011052
378000,1746452877.9618475
381000,1746452878.007858
390000,1746452878.05013
393000,1746452878.1174874
399000,1746452878.1670113
405000,1746452878.219826
408000,1746452878.2739258
414000,1746452878.3504312
417000,1746452878.4101686
426000,1746452878.465667
432000,1746452878.5835216
438000,1746452878.5931575
444000,1746452878.6265657
447000,1746452878.6871507
450000,1746452878.7435818
456000,1746452878.8555362
465000,1746452878.8924851
468000,1746452878.928957
474000,1746452878.9890046
480000,1746452879.0515306
483000,1746452879.0902963
489000,1746452879.152228
495000,1746452879.2104697
501000,1746452879.2736115
507000,1746452879.3490822
510000,1746452879.3944695
516000,1746452879.457505
519000,1746452879.4964907
525000,1746452879.549585
528000,1746452879.6111784
531000,1746452879.681407
534000,1746452879.736398
537000,1746452879.7989602
546000,1746452879.8302004
549000,1746452879.9021447
558000,1746452879.9544244
561000,1746452880.0155628
567000,1746452880.0790253
573000,1746452880.1250253
579000,1746452880.1883655
582000,1746452880.234436
588000,1746452880.2950802
594000,1746452880.359107
597000,1746452880.4286377
603000,1746452880.467638
609000,1746452880.530122
612000,1746452880.5924523
618000,1746452880.6401522
624000,1746452880.695885
627000,1746452880.7615917
630000,1746452880.8233628
636000,1746452880.8682005
642000,1746452880.9329946
645000,1746452880.9960217
651000,1746452881.02811
654000,1746452881.1207185
660000,1746452881.1555176
666000,1746452881.2171543
672000,1746452881.2862313
678000,1746452881.3390558
684000,1746452881.3847635
687000,1746452881.4194987
690000,1746452881.4821584
693000,1746452881.5575619
699000,1746452881.6215029
705000,1746452881.6927414
711000,1746452881.7454963
714000,1746452881.7901676
723000,1746452881.853383
726000,1746452881.885798
732000,1746452881.978858
738000,1746452882.0098794
741000,1746452882.075261
747000,1746452882.1477215
753000,1746452882.1851776
756000,1746452882.2550392
762000,1746452882.3150637
768000,1746452882.3533716
774000,1746452882.4101665
780000,1746452882.5244439
786000,1746452882.5714023
792000,1746452882.5888448
795000,1746452882.6844788
801000,1746452882.7687342
804000,1746452882.799257
810000,1746452882.861992
816000,1746452882.924513
822000,1746452882.9878433
828000,1746452883.026181
834000,1746452883.0857453
840000,1746452883.156098
846000,1746452883.2172637
849000,1746452883.280218
855000,1746452883.3427265
861000,1746452883.4062
867000,1746452883.4461284
870000,1746452883.5242753
876000,1746452883.575634
882000,1746452883.6260896
888000,1746452883.693484
894000,1746452883.7472475
897000,1746452883.8077693
903000,1746452883.8703194
909000,1746452883.9476125
915000,1746452883.9782367
921000,1746452884.0392413
924000,1746452884.084038
930000,1746452884.1362271
933000,1746452884.2150342
936000,1746452884.258856
942000,1746452884.305116
945000,1746452884.3653605
948000,1746452884.417952
951000,1746452884.4747398
954000,1746452884.573464
963000,1746452884.6132717
966000,1746452884.6472473
969000,1746452884.6949754
975000,1746452884.7785525
984000,1746452884.8212411
987000,1746452884.887052
990000,1746452884.9572566
996000,1746452885.0057962
1002000,1746452885.0793061
1005000,1746452885.1651073
1014000,1746452885.2056851
1017000,1746452885.2434685
1026000,1746452885.308833
1029000,1746452885.3635392
1035000,1746452885.4588358
1041000,1746452885.4939094
1044000,1746452885.5455954
1050000,1746452885.6388636
1059000,1746452885.6787624
1065000,1746452885.7098768
1068000,1746452885.7660944
1074000,1746452885.8316655
1080000,1746452885.8769069
1083000,1746452885.9308927
1089000,1746452885.9988403
1095000,1746452886.070913
1098000,1746452886.106083
1104000,1746452886.1989734
1107000,1746452886.2327158
1113000,1746452886.2655663
1116000,1746452886.3261561
1122000,1746452886.390318
1128000,1746452886.4257448
1134000,1746452886.501478
1137000,1746452886.5653808
1143000,1746452886.6301515
1146000,1746452886.6945767
1155000,1746452886.732531
1158000,1746452886.7720242
1164000,1746452886.9377065
1176000,1746452886.9985132
1182000,1746452887.063863
1188000,1746452887.1388624
1197000,1746452887.256549
1203000,1746452887.2909112
1212000,1746452887.366187
1218000,1746452887.4445066
1224000,1746452887.5347576
1230000,1746452887.6145782
1236000,1746452887.7175398
1242000,1746452887.7498791
1248000,1746452887.8296697
1257000,1746452887.901132
1266000,1746452887.9891288
1272000,1746452888.0542283
1281000,1746452888.1482255
1287000,1746452888.1918135
1293000,1746452888.2932699
1299000,1746452888.3965733
1308000,1746452888.4367924
1311000,1746452888.4823222
1317000,1746452888.5542982
1320000,1746452888.631415
1326000,1746452888.6983316
1335000,1746452888.775992
1338000,1746452888.8557298
1347000,1746452888.9157715
1356000,1746452888.9905536
1362000,1746452889.0600967
1368000,1746452889.1467712
1374000,1746452889.2105222
1380000,1746452889.3050385
1386000,1746452889.3867104
1395000,1746452889.4614089
1401000,1746452889.5074153
1407000,1746452889.5950086
1413000,1746452889.703701
1419000,1746452889.734825
1428000,1746452889.817743
1437000,1746452889.8874204
1443000,1746452889.9904568
1449000,1746452890.0850067
1461000,1746452890.118858
1467000,1746452890.2134686
1473000,1746452890.2858648
1479000,1746452890.389497
1482000,1746452890.453272
1494000,1746452890.518965
1500000,1746452890.5860658
1509000,1746452890.6859856
1512000,1746452890.7454178
1518000,1746452890.8571172
1527000,1746452890.8931441
1536000,1746452890.9820926
1545000,1746452891.0486753
1551000,1746452891.1582057
1557000,1746452891.22598
1560000,1746452891.3261197
1569000,1746452891.3932002
1578000,1746452891.471107
1584000,1746452891.5397105
1587000,1746452891.60981
1593000,1746452891.6879153
1602000,1746452891.7852385
1608000,1746452891.846355
1614000,1746452891.9267108
1620000,1746452892.0196514
1629000,1746452892.0662012
1635000,1746452892.171878
1644000,1746452892.2355185
1650000,1746452892.3104675
1659000,1746452892.405474
1668000,1746452892.4771852
1674000,1746452892.5442967
1680000,1746452892.6252782
1689000,1746452892.7070584
1695000,1746452892.7720113
1701000,1746452892.846425
1707000,1746452892.983535
1713000,1746452892.9953969
1725000,1746452893.0798469
1728000,1746452893.145962
1737000,1746452893.2375426
1743000,1746452893.3017652
1752000,1746452893.4129698
1758000,1746452893.4774375
1764000,1746452893.5421631
1770000,1746452893.6058152
1776000,1746452893.6702063
1785000,1746452893.737729
1791000,1746452893.8459134
1797000,1746452893.9113245
1803000,1746452894.0054352
1812000,1746452894.0813847
1821000,1746452894.1656039
1827000,1746452894.2850504
1836000,1746452894.3317952
1842000,1746452894.3930485
1845000,1746452894.5063605
1854000,1746452894.576521
