frame_count,send_time
1740000,1746718488.6939747
1746000,1746718488.7690268
1755000,1746718488.8451269
1761000,1746718488.9213285
1770000,1746718488.9937844
1773000,1746718489.0694175
1782000,1746718489.1396759
1788000,1746718489.2062957
1794000,1746718489.2802687
1800000,1746718489.3572443
1806000,1746718489.4321063
1812000,1746718489.5122278
1821000,1746718489.5846593
1827000,1746718489.659454
1836000,1746718489.7329009
1842000,1746718489.8067288
1848000,1746718489.878416
1854000,1746718489.953857
1860000,1746718490.0268607
1869000,1746718490.0989974
1875000,1746718490.1749678
1881000,1746718490.271779
1890000,1746718490.3536077
1896000,1746718490.4300773
1905000,1746718490.5111542
1911000,1746718490.5813353
1914000,1746718490.6531532
1923000,1746718490.7254143
1929000,1746718490.7986112
1938000,1746718490.8754506
1944000,1746718490.9483774
1950000,1746718491.0214472
1956000,1746718491.0961416
1962000,1746718491.1725202
1971000,1746718491.2458358
1977000,1746718491.3258872
1986000,1746718491.3991654
1989000,1746718491.471375
1995000,1746718491.5717354
2007000,1746718491.6708577
2016000,1746718491.742216
2022000,1746718491.8140888
2028000,1746718491.8885775
2034000,1746718491.966862
2043000,1746718492.0457518
2049000,1746718492.123526
2058000,1746718492.1976867
2061000,1746718492.2735333
2070000,1746718492.3455272
2076000,1746718492.419229
2082000,1746718492.4929862
2088000,1746718492.56794
2094000,1746718492.6445923
2103000,1746718492.83421
2109000,1746718492.9086175
2127000,1746718492.9834447
2133000,1746718493.0615082
2139000,1746718493.1344292
2148000,1746718493.2066953
2154000,1746718493.2784615
2160000,1746718493.3501716
2166000,1746718493.4201612
2172000,1746718493.498461
2181000,1746718493.572322
2187000,1746718493.6492677
2193000,1746718493.72088
2199000,1746718493.7968428
2205000,1746718493.8723078
2214000,1746718493.9490721
2220000,1746718494.0252984
2229000,1746718494.1012695
2235000,1746718494.1798985
2241000,1746718494.25459
2247000,1746718494.32558
2253000,1746718494.371723
2256000,1746718494.4163156
2262000,1746718494.4916708
2268000,1746718494.5652428
2274000,1746718494.6404922
2283000,1746718494.7150648
2289000,1746718494.7891102
2298000,1746718494.883567
2304000,1746718494.9611068
2310000,1746718495.0380654
2319000,1746718495.1107836
2325000,1746718495.1828833
2331000,1746718495.2562866
2337000,1746718495.3333507
2346000,1746718495.408083
2352000,1746718495.4804509
2358000,1746718495.5555542
2364000,1746718495.6271446
2373000,1746718495.7013252
2379000,1746718495.7728367
2382000,1746718495.8586493
2391000,1746718495.9335747
2400000,1746718496.012214
2406000,1746718496.086655
2412000,1746718496.1599748
2418000,1746718496.2344368
2427000,1746718496.3226275
2433000,1746718496.398263
2442000,1746718496.4730902
2448000,1746718496.5450892
2454000,1746718496.618312
2460000,1746718496.691423
2466000,1746718496.766942
2475000,1746718496.841002
2481000,1746718496.9152846
2487000,1746718496.9872546
2493000,1746718497.0677326
2502000,1746718497.1458836
2508000,1746718497.237805
2517000,1746718497.3128893
2523000,1746718497.3853815
2529000,1746718497.4569783
2535000,1746718497.530876
2541000,1746718497.6113887
2550000,1746718497.6878862
2559000,1746718497.7594504
2562000,1746718497.8336167
2568000,1746718497.9097261
2577000,1746718497.9826093
2583000,1746718498.069508
2592000,1746718498.1393652
2598000,1746718498.215006
2604000,1746718498.2911482
2610000,1746718498.3676088
2616000,1746718498.4443736
2625000,1746718498.5187075
2631000,1746718498.6058447
2640000,1746718498.6793594
2646000,1746718498.751212
2652000,1746718498.8259053
2661000,1746718498.9037998
2667000,1746718498.983686
2673000,1746718499.0604842
2679000,1746718499.1325517
2688000,1746718499.2057195
2694000,1746718499.2788608
2700000,1746718499.3561146
2706000,1746718499.4270792
2712000,1746718499.501359
2721000,1746718499.5741584
2727000,1746718499.6466765
2733000,1746718499.7208648
2739000,1746718499.7935574
2745000,1746718499.869028
2754000,1746718499.9398916
2760000,1746718500.0260403
2769000,1746718500.1029017
2775000,1746718500.1740956
2778000,1746718500.251052
2787000,1746718500.3302646
2793000,1746718500.4050395
2802000,1746718500.4910932
2811000,1746718500.5658133
2814000,1746718500.6415892
2823000,1746718500.7138894
2829000,1746718500.7896113
2835000,1746718500.8643398
2844000,1746718500.939632
2850000,1746718501.0180445
2856000,1746718501.0943084
2862000,1746718501.1708925
2871000,1746718501.255388
2877000,1746718501.331469
2886000,1746718501.4065185
2892000,1746718501.480674
2898000,1746718501.5605702
2904000,1746718501.6485662
2913000,1746718501.7249691
2919000,1746718501.802381
2925000,1746718501.8766818
2934000,1746718501.9525275
2940000,1746718502.030477
2949000,1746718502.140717
2958000,1746718502.2235506
2964000,1746718502.2963493
2970000,1746718502.3717732
2979000,1746718502.4476318
2985000,1746718502.5233219
2994000,1746718502.603106
2997000,1746718502.6843343
3006000,1746718502.7602375
3012000,1746718502.8337948
3021000,1746718502.906084
3027000,1746718502.9782534
3033000,1746718503.0561564
3039000,1746718503.1283202
3048000,1746718503.2063992
3054000,1746718503.2775161
3060000,1746718503.3527164
3066000,1746718503.4240804
3072000,1746718503.509663
3081000,1746718503.5872893
3087000,1746718503.662714
3096000,1746718503.7368357
3102000,1746718503.8143947
3108000,1746718503.8888717
3114000,1746718503.966223
3123000,1746718504.0416646
3129000,1746718504.1195867
3138000,1746718504.1956103
3144000,1746718504.274977
3150000,1746718504.3517985
3156000,1746718504.4267745
3165000,1746718504.5084298
3171000,1746718504.5825434
