Latency,Frame send time,Mediapipe Pose processing time,Results send time
0.13265252113342285,-0.017304420471191406,0.05934405326843262,0.08512997627258301
0.17473578453063965,-0.00795435905456543,0.05969691276550293,0.08898639678955078
0.1610414981842041,-0.004678249359130859,0.05925178527832031,0.09119653701782227
0.16031169891357422,0.008420944213867188,0.05563235282897949,0.09498381614685059
0.16069674491882324,-0.00609278678894043,0.06818628311157227,0.09020757675170898
0.1609349250793457,-0.0004887580871582031,0.06724858283996582,0.08501958847045898
0.14591431617736816,-0.002061128616333008,0.05472087860107422,0.07716560363769531
0.1447582244873047,-0.005692481994628906,0.053531646728515625,0.08608627319335938
0.1770930290222168,0.010010480880737305,0.06527304649353027,0.08343505859375
0.15908384323120117,-0.006864070892333984,0.06470680236816406,0.07926177978515625
0.12739014625549316,-0.012979984283447266,0.05655980110168457,0.08274960517883301
0.16045141220092773,0.0020728111267089844,0.05959200859069824,0.08476376533508301
0.17715787887573242,-0.0013132095336914062,0.05614209175109863,0.10809922218322754
0.14550518989562988,-0.003868579864501953,0.05795693397521973,0.08185291290283203
0.17699623107910156,-0.014426708221435547,0.05927252769470215,0.08342313766479492
0.16052508354187012,-0.005341291427612305,0.055167198181152344,0.09002184867858887
0.13001346588134766,-0.006045341491699219,0.05514121055603027,0.0664985179901123
0.126434326171875,-0.008222818374633789,0.05602383613586426,0.07164859771728516
0.12945222854614258,-0.013519763946533203,0.05477404594421387,0.08066630363464355
0.17622804641723633,-0.007359743118286133,0.05830955505371094,0.10027647018432617
0.14518380165100098,3.5762786865234375e-06,0.0545961856842041,0.07560300827026367
0.17582058906555176,-0.015188932418823242,0.057005882263183594,0.0794837474822998
0.130507230758667,-0.014368057250976562,0.05498957633972168,0.08849358558654785
0.16145658493041992,-0.005582332611083984,0.05568695068359375,0.09271025657653809
0.15984749794006348,-0.004289388656616211,0.06247258186340332,0.0920407772064209
0.1273176670074463,-0.006467580795288086,0.05377960205078125,0.06826543807983398
0.14345526695251465,-0.008130550384521484,0.055004119873046875,0.09237051010131836
0.21056461334228516,-0.016048908233642578,0.12902331352233887,0.09187102317810059
0.1604008674621582,-0.01501607894897461,0.07257366180419922,0.07967305183410645
0.16142725944519043,-0.004328489303588867,0.07625079154968262,0.0669093132019043
0.163191556930542,-0.012446165084838867,0.07028532028198242,0.09173464775085449
0.1456773281097412,-0.015297651290893555,0.06839418411254883,0.0698232650756836
0.1763613224029541,-0.005086183547973633,0.07485198974609375,0.08788824081420898
0.16013407707214355,-0.01584601402282715,0.07102489471435547,0.0801548957824707
0.12767338752746582,-0.012624979019165039,0.07202696800231934,0.06732988357543945
0.15951895713806152,-0.015295743942260742,0.07311892509460449,0.08887195587158203
0.17618346214294434,-0.013503313064575195,0.07416486740112305,0.0923149585723877
0.14457416534423828,-0.015918731689453125,0.06759285926818848,0.08781886100769043
0.17686128616333008,0.009428977966308594,0.07270073890686035,0.0777583122253418
0.1289687156677246,-0.014831066131591797,0.06917905807495117,0.07158064842224121
0.1600782871246338,-0.013684272766113281,0.06981110572814941,0.0953526496887207
