0,1746407967.8819027
3000,1746407967.91467
6000,1746407967.9551916
9000,1746407967.9946697
12000,1746407968.0173948
15000,1746407968.071781
18000,1746407968.08108
21000,1746407968.1217952
24000,1746407968.1443808
27000,1746407968.190678
30000,1746407968.2086456
33000,1746407968.2526186
36000,1746407968.2758212
39000,1746407968.313904
42000,1746407968.3616116
45000,1746407968.388659
48000,1746407968.425745
51000,1746407968.4506044
54000,1746407968.4891617
57000,1746407968.5152116
60000,1746407968.5612638
63000,1746407968.5786827
66000,1746407968.6221573
69000,1746407968.641098
72000,1746407968.6842663
75000,1746407968.7047162
78000,1746407968.7609262
81000,1746407968.794288
84000,1746407968.817242
87000,1746407968.8570945
90000,1746407968.8851616
93000,1746407968.9209342
96000,1746407968.9526563
99000,1746407968.977634
102000,1746407969.0163047
105000,1746407969.0424368
108000,1746407969.0871003
111000,1746407969.1049166
114000,1746407969.164227
117000,1746407969.1951764
120000,1746407969.217413
123000,1746407969.2572467
126000,1746407969.2827396
129000,1746407969.32365
132000,1746407969.3460867
135000,1746407969.3853118
138000,1746407969.4108877
141000,1746407969.4481604
144000,1746407969.4800646
147000,1746407969.5030482
150000,1746407969.5602922
153000,1746407969.5842974
156000,1746407969.6161442
159000,1746407969.64793
162000,1746407969.6918235
165000,1746407969.7170553
168000,1746407969.7536485
171000,1746407969.778615
174000,1746407969.8182135
177000,1746407969.8412824
180000,1746407969.8775406
183000,1746407969.9151547
186000,1746407969.9706655
189000,1746407969.985404
192000,1746407970.0169108
195000,1746407970.062771
198000,1746407970.0834785
201000,1746407970.12391
204000,1746407970.145581
207000,1746407970.1868336
210000,1746407970.2097738
213000,1746407970.2396874
216000,1746407970.2815297
219000,1746407970.303476
222000,1746407970.3605006
225000,1746407970.3850784
228000,1746407970.4255667
231000,1746407970.4486377
234000,1746407970.4882262
237000,1746407970.5137494
240000,1746407970.553689
243000,1746407970.5764415
246000,1746407970.6085675
249000,1746407970.6488333
252000,1746407970.6725225
255000,1746407970.7167609
258000,1746407970.7538323
261000,1746407970.7972364
264000,1746407970.8169518
267000,1746407970.85726
270000,1746407970.88537
273000,1746407970.9131138
276000,1746407970.95908
279000,1746407970.988148
282000,1746407971.0093148
285000,1746407971.0421922
288000,1746407971.0814486
291000,1746407971.106251
294000,1746407971.2522736
297000,1746407971.273848
300000,1746407971.2850406
303000,1746407971.2872677
306000,1746407971.2953863
309000,1746407971.311308
312000,1746407971.3527946
315000,1746407971.3754802
318000,1746407971.411476
321000,1746407971.4486952
324000,1746407971.4715507
327000,1746407971.5154111
330000,1746407971.5512273
333000,1746407971.5921776
336000,1746407971.6151326
339000,1746407971.6583495
342000,1746407971.6813214
345000,1746407971.7109947
348000,1746407971.7513065
351000,1746407971.777809
354000,1746407971.8271606
357000,1746407971.8392203
360000,1746407971.880098
363000,1746407971.90531
366000,1746407971.9674876
369000,1746407971.9846838
372000,1746407972.0391316
375000,1746407972.0501535
378000,1746407972.0814843
381000,1746407972.1243036
384000,1746407972.149083
387000,1746407972.1861904
390000,1746407972.2105155
393000,1746407972.2515373
396000,1746407972.2748785
399000,1746407972.3240516
402000,1746407972.3811743
405000,1746407972.3921745
408000,1746407972.4213026
