Latency,Frame send time,Mediapipe Pose processing time,Results send time
0.10200929641723633,0.03005218505859375,0.013008594512939453,0.03835415840148926
0.07543206214904785,0.029071569442749023,0.01250147819519043,0.025352001190185547
0.11205196380615234,0.07273459434509277,0.013009309768676758,0.021799325942993164
0.0720362663269043,0.03722500801086426,0.012459516525268555,0.014846086502075195
0.09475564956665039,0.05340218544006348,0.012504339218139648,0.027347803115844727
0.07028388977050781,0.03443312644958496,0.012506484985351562,0.018843650817871094
0.09656310081481934,0.053704261779785156,0.013007164001464844,0.021340370178222656
0.06804275512695312,0.034194231033325195,0.012503385543823242,0.012339591979980469
0.09609150886535645,0.05172610282897949,0.012507915496826172,0.026855945587158203
0.06658291816711426,0.033217430114746094,0.01200556755065918,0.015854835510253906
0.06601071357727051,0.04971194267272949,0.011972188949584961,0.0018310546875
0.09701704978942871,0.04865884780883789,0.013010978698730469,0.029854297637939453
0.08005023002624512,0.034184932708740234,0.012004852294921875,0.030852794647216797
0.11305570602416992,0.06320953369140625,0.012000799179077148,0.030338764190673828
0.09304332733154297,0.04969334602355957,0.012497425079345703,0.02985215187072754
0.09641504287719727,0.06056714057922363,0.012514114379882812,0.013837575912475586
0.09650516510009766,0.039058685302734375,0.013512611389160156,0.03141903877258301
0.09114456176757812,0.038706302642822266,0.015509843826293945,0.025855064392089844
0.07413053512573242,0.036768436431884766,0.012508392333984375,0.021352291107177734
0.0958855152130127,0.0570223331451416,0.013510704040527344,0.01984262466430664
0.09688806533813477,0.036017417907714844,0.012508392333984375,0.025845766067504883
0.09406781196594238,0.037694692611694336,0.01250767707824707,0.03335857391357422
0.06550788879394531,0.03815317153930664,0.012504100799560547,0.01134037971496582
0.06500887870788574,0.03715872764587402,0.013007164001464844,0.007336616516113281
0.08002424240112305,0.035196542739868164,0.012466192245483398,0.03035902976989746
0.081024169921875,0.05067086219787598,0.013006925582885742,0.00783991813659668
0.11174178123474121,0.04985165596008301,0.014511585235595703,0.038861751556396484
0.1047508716583252,0.03435111045837402,0.012504100799560547,0.051392316818237305
0.09609484672546387,0.06273412704467773,0.015511512756347656,0.015345096588134766
0.09692811965942383,0.046231985092163086,0.013013124465942383,0.03318166732788086
0.08839917182922363,0.03719496726989746,0.014504671096801758,0.027853727340698242
0.07538962364196777,0.03551983833312988,0.014006614685058594,0.023354530334472656
0.09594297409057617,0.05872488021850586,0.013179779052734375,0.0203249454498291
0.07361125946044922,0.037940025329589844,0.012012720108032227,0.01502370834350586
0.09329700469970703,0.053320884704589844,0.012723207473754883,0.02524280548095703
0.0711662769317627,0.034394025802612305,0.012794971466064453,0.01747441291809082
0.08025026321411133,0.05343055725097656,0.01243448257446289,0.004844188690185547
0.08024215698242188,0.052324533462524414,0.01253509521484375,0.012880325317382812
0.06464982032775879,0.035248756408691406,0.012030601501464844,0.010354280471801758
0.06375813484191895,0.03518176078796387,0.012112140655517578,0.0073359012603759766
0.06523013114929199,0.03421521186828613,0.012012481689453125,0.017497539520263672
0.0977485179901123,0.04832148551940918,0.011801719665527344,0.026631832122802734
0.07772612571716309,0.033571720123291016,0.012513160705566406,0.026131153106689453
0.09627532958984375,0.0616297721862793,0.012804269790649414,0.020841360092163086
0.07635951042175293,0.039130449295043945,0.012009143829345703,0.01971578598022461
0.0911262035369873,0.05442929267883301,0.012506723403930664,0.016342878341674805
0.07436585426330566,0.03899884223937988,0.012006282806396484,0.012351751327514648
0.10818362236022949,0.052736520767211914,0.012033700942993164,0.037896156311035156
0.08767056465148926,0.0347445011138916,0.01201009750366211,0.03137707710266113
0.11136221885681152,0.06982874870300293,0.011971235275268555,0.023543596267700195
0.06878304481506348,0.033875226974487305,0.012012481689453125,0.015046358108520508
0.09617209434509277,0.05220842361450195,0.013580322265625,0.02887892723083496
0.0670161247253418,0.03413796424865723,0.012015104293823242,0.017864465713500977
0.09714818000793457,0.04979825019836426,0.01243138313293457,0.02536320686340332
0.08048701286315918,0.03421664237976074,0.012512922286987305,0.027743816375732422
0.09631609916687012,0.0639793872833252,0.011689424514770508,0.00961446762084961
0.09532642364501953,0.042125701904296875,0.012827634811401367,0.026676416397094727
0.09215712547302246,0.038210391998291016,0.012021064758300781,0.03991818428039551
0.06648468971252441,0.046270132064819336,0.012035608291625977,0.0018308162689208984
0.07528567314147949,0.03877615928649902,0.012030839920043945,0.014952898025512695
0.08054852485656738,0.05758547782897949,0.012123346328735352,0.003831148147583008
0.06571292877197266,0.04134654998779297,0.012017488479614258,0.0018310546875
0.06326460838317871,0.03923678398132324,0.011521577835083008,0.009497404098510742
0.06492757797241211,0.0395512580871582,0.01202535629272461,0.00783085823059082
0.06511902809143066,0.03789472579956055,0.012360811233520508,0.00584721565246582
0.06498169898986816,0.03607797622680664,0.012026548385620117,0.014870882034301758
0.06368899345397949,0.035073041915893555,0.011759519577026367,0.011339426040649414
