Latency,Frame send time,Mediapipe Pose processing time,Results send time
0.21770429611206055,0.1386699676513672,0.05994105339050293,0.016534805297851562
0.1700589656829834,0.07369804382324219,0.05569052696228027,0.03846621513366699
0.21511054039001465,0.08894872665405273,0.05667400360107422,0.047370195388793945
0.17980504035949707,0.07835054397583008,0.056601762771606445,0.04191946983337402
0.22283363342285156,0.06535625457763672,0.05541801452636719,0.04619026184082031
0.2234821319580078,0.1070566177368164,0.053507089614868164,0.029308557510375977
0.1927933692932129,0.07943081855773926,0.05601358413696289,0.03627347946166992
0.1517333984375,0.06820034980773926,0.05659151077270508,0.014164209365844727
0.18181276321411133,0.06822705268859863,0.052257537841796875,0.02018570899963379
0.19049501419067383,0.09349608421325684,0.0649118423461914,0.013043642044067383
0.237076997756958,0.08396434783935547,0.057729244232177734,0.06617259979248047
0.15823769569396973,0.07681751251220703,0.053473472595214844,0.0260012149810791
0.1857297420501709,0.08639001846313477,0.06294059753417969,0.018816709518432617
0.1824359893798828,0.10657358169555664,0.05349445343017578,0.020612716674804688
0.1930549144744873,0.08059167861938477,0.053613901138305664,0.026732683181762695
0.1939854621887207,0.08292508125305176,0.05759835243225098,0.032356977462768555
0.1694047451019287,0.08030319213867188,0.055930376052856445,0.01805901527404785
0.1933608055114746,0.07294464111328125,0.07111978530883789,0.030267715454101562
0.1738884449005127,0.08005213737487793,0.05454373359680176,0.01789069175720215
0.1755213737487793,0.06590723991394043,0.05162215232849121,0.030338048934936523
0.20879387855529785,0.09632706642150879,0.05280470848083496,0.039663076400756836
0.16352438926696777,0.08018827438354492,0.05356407165527344,0.017427921295166016
0.1920473575592041,0.07697033882141113,0.0616765022277832,0.017768383026123047
0.19376277923583984,0.07431387901306152,0.05261945724487305,0.027429580688476562
0.158890962600708,0.06571793556213379,0.05389285087585449,0.03637337684631348
0.20960116386413574,0.08211040496826172,0.0549006462097168,0.06034111976623535
0.15552163124084473,0.07248616218566895,0.050371408462524414,0.018884658813476562
0.14557862281799316,0.06068253517150879,0.05353140830993652,0.01638054847717285
0.2089064121246338,0.10124754905700684,0.055436134338378906,0.0417943000793457
0.22684264183044434,0.09092998504638672,0.055944204330444336,0.05057883262634277
0.1639394760131836,0.07104015350341797,0.06389641761779785,0.01810479164123535
0.16417431831359863,0.0711679458618164,0.054582834243774414,0.026048660278320312
0.16341447830200195,0.06520485877990723,0.0521392822265625,0.037279605865478516
0.1751561164855957,0.07053637504577637,0.05190706253051758,0.028134822845458984
