frame_count,raw_arrival_time,arrival_time
1062000,1746789094.8559551,1746789101.6179116
1068000,1746789094.9062772,1746789101.6682336
1071000,1746789094.9661012,1746789101.7280576
1074000,1746789095.0304854,1746789101.7924418
1080000,1746789095.0986235,1746789101.86058
1086000,1746789095.1410525,1746789101.903009
1092000,1746789095.2079725,1746789101.969929
1095000,1746789095.2405648,1746789102.0025213
1101000,1746789095.3027716,1746789102.064728
1107000,1746789095.3686993,1746789102.1306558
1110000,1746789095.4139106,1746789102.175867
1116000,1746789095.4805613,1746789102.2425177
1122000,1746789095.6175802,1746789102.3795366
1131000,1746789095.6895857,1746789102.4515421
1137000,1746789095.7910576,1746789102.553014
1149000,1746789095.8513107,1746789102.6132672
1152000,1746789095.902033,1746789102.6639895
1158000,1746789095.9944751,1746789102.7564316
1167000,1746789096.0593421,1746789102.8212986
1173000,1746789096.1251183,1746789102.8870747
1182000,1746789096.2108672,1746789102.9728236
1188000,1746789096.2679014,1746789103.0298579
1194000,1746789096.3612804,1746789103.123237
1200000,1746789096.4270616,1746789103.189018
1206000,1746789096.5123625,1746789103.274319
1212000,1746789096.5659494,1746789103.327906
1218000,1746789096.660506,1746789103.4224625
1230000,1746789096.7407615,1746789103.502718
1236000,1746789096.8373654,1746789103.5993218
1242000,1746789096.9003618,1746789103.6623182
1248000,1746789096.9828753,1746789103.7448318
1254000,1746789097.0467052,1746789103.8086617
1260000,1746789097.1106863,1746789103.8726428
1269000,1746789097.1822484,1746789103.9442048
1275000,1746789097.2562673,1746789104.0182238
1284000,1746789097.3903644,1746789104.1523209
1290000,1746789097.4162838,1746789104.1782403
1293000,1746789097.4946797,1746789104.2566361
1302000,1746789097.5679622,1746789104.3299186
1308000,1746789097.624989,1746789104.3869455
1314000,1746789097.6904378,1746789104.4523942
1323000,1746789097.775725,1746789104.5376813
1329000,1746789097.8374295,1746789104.599386
1332000,1746789097.910879,1746789104.6728354
1341000,1746789097.9942653,1746789104.7562218
1350000,1746789098.0738606,1746789104.835817
1356000,1746789098.138152,1746789104.9001083
1362000,1746789098.2312267,1746789104.9931831
1368000,1746789098.2913625,1746789105.053319
1374000,1746789098.3763278,1746789105.1382842
1380000,1746789098.4413326,1746789105.203289
1389000,1746789098.5208204,1746789105.2827768
1395000,1746789098.5921826,1746789105.354139
1401000,1746789098.6567783,1746789105.4187348
1404000,1746789098.7525313,1746789105.5144877
1413000,1746789098.8251574,1746789105.5871139
1422000,1746789098.8877773,1746789105.6497338
1428000,1746789098.9831443,1746789105.7451007
1437000,1746789099.0627828,1746789105.8247392
1440000,1746789099.1383371,1746789105.9002936
1449000,1746789099.1942456,1746789105.956202
1455000,1746789099.2860742,1746789106.0480306
1464000,1746789099.36318,1746789106.1251364
1470000,1746789099.4304109,1746789106.1923673
1479000,1746789099.4934132,1746789106.2553697
1485000,1746789099.6058943,1746789106.3678508
1491000,1746789099.668894,1746789106.4308505
1497000,1746789099.7330956,1746789106.495052
1503000,1746789099.7990918,1746789106.5610483
1512000,1746789099.8784316,1746789106.640388
1518000,1746789099.9429772,1746789106.7049336
1524000,1746789100.037925,1746789106.7998815
1530000,1746789100.0861056,1746789106.848062
1536000,1746789100.184118,1746789106.9460745
1545000,1746789100.245543,1746789107.0074995
1548000,1746789100.3109741,1746789107.0729306
1557000,1746789100.390065,1746789107.1520214
1566000,1746789100.4845865,1746789107.246543
1572000,1746789100.5306482,1746789107.2926047
1578000,1746789100.610805,1746789107.3727615
1581000,1746789100.6777966,1746789107.439753
1590000,1746789100.7626963,1746789107.5246527
1596000,1746789100.8260007,1746789107.5879571
1605000,1746789100.9142582,1746789107.6762147
1611000,1746789100.9762974,1746789107.7382538
1617000,1746789101.064124,1746789107.8260806
1623000,1746789101.1530535,1746789107.91501
1632000,1746789101.2116153,1746789107.9735718
1638000,1746789101.3070574,1746789108.0690138
1644000,1746789101.3711767,1746789108.1331332
1650000,1746789101.4497266,1746789108.211683
1659000,1746789101.5458918,1746789108.3078482
1665000,1746789101.6110773,1746789108.3730338
1674000,1746789101.6899838,1746789108.4519403
1683000,1746789101.7857518,1746789108.5477083
1689000,1746789101.848422,1746789108.6103785
1692000,1746789101.9310894,1746789108.6930459
1701000,1746789102.020634,1746789108.7825904
1710000,1746789102.0841403,1746789108.8460968
1716000,1746789102.1496992,1746789108.9116557
1722000,1746789102.1977086,1746789108.959665
1728000,1746789102.2603173,1746789109.0222738
1734000,1746789102.3259342,1746789109.0878906
1737000,1746789102.3892627,1746789109.1512191
1743000,1746789102.4739945,1746789109.235951
1749000,1746789102.5048127,1746789109.2667692
1752000,1746789102.7764277,1746789109.5383842
1764000,1746789102.8685408,1746789109.6304972
1785000,1746789102.9343534,1746789109.6963098
1791000,1746789102.9840257,1746789109.7459822
1797000,1746789103.0448306,1746789109.806787
1800000,1746789103.0829642,1746789109.8449206
1806000,1746789103.1463153,1746789109.9082718
1812000,1746789103.2089128,1746789109.9708693
1815000,1746789103.2555683,1746789110.0175247
1821000,1746789103.3216763,1746789110.0836327
1827000,1746789103.380102,1746789110.1420584
1833000,1746789103.4433846,1746789110.205341
1836000,1746789103.4969013,1746789110.2588577
1845000,1746789103.5372953,1746789110.2992518
1848000,1746789103.5940557,1746789110.356012
1854000,1746789103.6577642,1746789110.4197206
1857000,1746789103.7216384,1746789110.483595
1863000,1746789103.7696419,1746789110.5315983
1869000,1746789103.834223,1746789110.5961795
1872000,1746789103.8976429,1746789110.6595993
1878000,1746789103.9361475,1746789110.698104
1884000,1746789103.9952009,1746789110.7571573
1890000,1746789104.0504758,1746789110.8124323
1893000,1746789104.1065888,1746789110.8685453
1899000,1746789104.1722813,1746789110.9342377
1905000,1746789104.2359512,1746789110.9979076
1908000,1746789104.281227,1746789111.0431836
1914000,1746789104.346167,1746789111.1081235
1917000,1746789104.408752,1746789111.1707084
1923000,1746789104.4486701,1746789111.2106266
1926000,1746789104.5123105,1746789111.274267
1935000,1746789104.5807238,1746789111.3426802
1941000,1746789104.7080545,1746789111.470011
1950000,1746789104.7736142,1746789111.5355706
1959000,1746789104.8523154,1746789111.6142719
1968000,1746789104.9208834,1746789111.6828399
1974000,1746789105.0139673,1746789111.7759237
1977000,1746789105.1025128,1746789111.8644693
1986000,1746789105.1432114,1746789111.9051678
1992000,1746789105.2234864,1746789111.9854429
1998000,1746789105.3386939,1746789112.1006503
2007000,1746789105.4028728,1746789112.1648293
2013000,1746789105.4668949,1746789112.2288513
2019000,1746789105.5616689,1746789112.3236253
2028000,1746789105.6093717,1746789112.371328
2034000,1746789105.7048197,1746789112.4667761
2040000,1746789105.7659957,1746789112.5279522
2046000,1746789105.8581686,1746789112.620125
2052000,1746789105.9135158,1746789112.6754723
2058000,1746789105.9791732,1746789112.7411296
2067000,1746789106.0479202,1746789112.8098767
2073000,1746789106.1200745,1746789112.882031
2082000,1746789106.2138858,1746789112.9758422
2085000,1746789106.277833,1746789113.0397894
2091000,1746789106.3234172,1746789113.0853736
2097000,1746789106.3902698,1746789113.1522262
2106000,1746789106.4666321,1746789113.2285886
2112000,1746789106.592048,1746789113.3540044
2118000,1746789106.6180985,1746789113.380055
2121000,1746789106.6987484,1746789113.4607048
2130000,1746789106.7896366,1746789113.551593
2139000,1746789106.8522594,1746789113.6142159
2145000,1746789106.9323018,1746789113.6942582
2151000,1746789106.9978197,1746789113.759776
2160000,1746789107.0935283,1746789113.8554847
2166000,1746789107.1725101,1746789113.9344666
2175000,1746789107.2364173,1746789113.9983737
2178000,1746789107.3004255,1746789114.062382
2184000,1746789107.3680322,1746789114.1299887
2193000,1746789107.4445724,1746789114.206529
2196000,1746789107.5134284,1746789114.275385
2205000,1746789107.6054516,1746789114.367408
2211000,1746789107.686935,1746789114.4488914
2223000,1746789107.7868464,1746789114.5488029
2229000,1746789107.8315592,1746789114.5935156
2232000,1746789107.9083679,1746789114.6703243
2238000,1746789107.999163,1746789114.7611194
2247000,1746789108.0544267,1746789114.8163831
2256000,1746789108.1514206,1746789114.913377
2262000,1746789108.2004354,1746789114.9623919
2268000,1746789108.2944305,1746789115.056387
2274000,1746789108.360817,1746789115.1227734
2280000,1746789108.4267788,1746789115.1887352
2289000,1746789108.509193,1746789115.2711494
2292000,1746789108.5947933,1746789115.3567498
2301000,1746789108.6624389,1746789115.4243953
2307000,1746789108.7161803,1746789115.4781368
2313000,1746789108.8131824,1746789115.5751388
2319000,1746789108.8765392,1746789115.6384957
2325000,1746789108.9405622,1746789115.7025187
2331000,1746789109.0118263,1746789115.7737827
2337000,1746789109.081378,1746789115.8433344
2343000,1746789109.1867645,1746789115.948721
2352000,1746789109.2257147,1746789115.9876711
2358000,1746789109.3169715,1746789116.078928
2367000,1746789109.3921056,1746789116.154062
2373000,1746789109.4448795,1746789116.206836
2376000,1746789109.526767,1746789116.2887235
2385000,1746789109.6012897,1746789116.3632462
2391000,1746789109.654835,1746789116.4167914
2397000,1746789109.7661924,1746789116.528149
2406000,1746789109.8307993,1746789116.5927558
2412000,1746789109.8938112,1746789116.6557677
2418000,1746789109.9604287,1746789116.7223852
2427000,1746789110.035939,1746789116.7978954
2433000,1746789110.1319282,1746789116.8938847
2439000,1746789110.1945162,1746789116.9564726
2445000,1746789110.277654,1746789117.0396104
2454000,1746789110.3418314,1746789117.103788
2457000,1746789110.4372241,1746789117.1991806
2466000,1746789110.507913,1746789117.2698696
2472000,1746789110.5798411,1746789117.3417976
2481000,1746789110.6783395,1746789117.440296
2487000,1746789110.7417924,1746789117.503749
2496000,1746789110.8218062,1746789117.5837626
2502000,1746789110.8942838,1746789117.6562402
2508000,1746789110.9890244,1746789117.7509809
2517000,1746789111.0638833,1746789117.8258398
2520000,1746789111.1273618,1746789117.8893182
2532000,1746789111.22333,1746789117.9852865
2538000,1746789111.2856944,1746789118.0476508
2544000,1746789111.3669777,1746789118.1289341
2550000,1746789111.4322953,1746789118.1942518
2556000,1746789111.5245345,1746789118.286491
2565000,1746789111.6068766,1746789118.368833
2574000,1746789111.6699786,1746789118.431935
2577000,1746789111.766302,1746789118.5282586
2586000,1746789111.844352,1746789118.6063085
2595000,1746789111.9456105,1746789118.707567
2601000,1746789112.0071383,1746789118.7690947
2610000,1746789112.0859733,1746789118.8479297
2616000,1746789112.1850739,1746789118.9470303
2625000,1746789112.2481937,1746789119.0101502
2628000,1746789112.339712,1746789119.1016684
2637000,1746789112.3897371,1746789119.1516936
2646000,1746789112.4552448,1746789119.2172012
2652000,1746789112.5817585,1746789119.343715
2658000,1746789112.629767,1746789119.3917234
2661000,1746789112.6934533,1746789119.4554098
2670000,1746789112.758239,1746789119.5201955
2679000,1746789112.8531866,1746789119.615143
2685000,1746789112.9335358,1746789119.6954923
2691000,1746789112.998091,1746789119.7600474
2697000,1746789113.0609415,1746789119.822898
2706000,1746789113.1772518,1746789119.9392083
2712000,1746789113.2077208,1746789119.9696772
2718000,1746789113.3019893,1746789120.0639458
2724000,1746789113.365045,1746789120.1270015
2730000,1746789113.4445593,1746789120.2065158
2736000,1746789113.5122585,1746789120.274215
2745000,1746789113.5741866,1746789120.336143
2751000,1746789113.718197,1746789120.4801536
2763000,1746789113.782516,1746789120.5444725
2769000,1746789113.8471358,1746789120.6090922
2775000,1746789113.9253018,1746789120.6872582
2781000,1746789114.022039,1746789120.7839954
2790000,1746789114.086861,1746789120.8488173
2796000,1746789114.2145722,1746789120.9765286
2805000,1746789114.2395747,1746789121.0015311
2808000,1746789114.3256948,1746789121.0876513
2817000,1746789114.3899872,1746789121.1519437
2826000,1746789114.475451,1746789121.2374074
2832000,1746789114.5661404,1746789121.3280969
2838000,1746789114.6346374,1746789121.3965938
2844000,1746789114.7014368,1746789121.4633932
2850000,1746789114.7873473,1746789121.5493038
2856000,1746789114.8684194,1746789121.6303759
2865000,1746789114.9321034,1746789121.6940598
2871000,1746789115.0126193,1746789121.7745757
2877000,1746789115.0751352,1746789121.8370917
2886000,1746789115.1737862,1746789121.9357426
2892000,1746789115.2197473,1746789121.9817038
2898000,1746789115.3168604,1746789122.078817
2907000,1746789115.3862057,1746789122.1481621
2913000,1746789115.4774306,1746789122.239387
2922000,1746789115.5570533,1746789122.3190098
2931000,1746789115.626165,1746789122.3881214
2937000,1746789115.7007773,1746789122.4627337
2943000,1746789115.770208,1746789122.5321643
2949000,1746789115.8659635,1746789122.62792
2955000,1746789115.9271379,1746789122.6890943
2961000,1746789115.9968367,1746789122.758793
2970000,1746789116.0730085,1746789122.834965
2973000,1746789116.169991,1746789122.9319475
2982000,1746789116.2339106,1746789122.995867
2988000,1746789116.3127131,1746789123.0746696
2994000,1746789116.3794804,1746789123.1414368
3000000,1746789116.446252,1746789123.2082086
3009000,1746789116.5240054,1746789123.2859619
3015000,1746789116.6141372,1746789123.3760936
3021000,1746789116.6778758,1746789123.4398322
3027000,1746789116.7460418,1746789123.5079982
3036000,1746789116.8206146,1746789123.582571
3045000,1746789116.919633,1746789123.6815894
3051000,1746789116.9841287,1746789123.7460852
3057000,1746789117.048089,1746789123.8100455
3060000,1746789117.1261117,1746789123.8880682
3069000,1746789117.188004,1746789123.9499605
3078000,1746789117.2846258,1746789124.0465822
3084000,1746789117.3432107,1746789124.1051672
3090000,1746789117.402646,1746789124.1646025
3093000,1746789117.4933581,1746789124.2553146
3102000,1746789117.5578167,1746789124.3197732
3111000,1746789117.636332,1746789124.3982885
3114000,1746789117.7053885,1746789124.467345
3123000,1746789117.7980688,1746789124.5600252
3129000,1746789117.8765078,1746789124.6384642
3135000,1746789117.9405773,1746789124.7025337
3141000,1746789118.0395892,1746789124.8015456
3150000,1746789118.0857072,1746789124.8476636
3156000,1746789118.1929328,1746789124.9548893
3165000,1746789118.246439,1746789125.0083954
3168000,1746789118.3131595,1746789125.075116
3177000,1746789118.3909783,1746789125.1529348
3183000,1746789118.4870281,1746789125.2489846
3192000,1746789118.5914783,1746789125.3534348
3198000,1746789118.6175408,1746789125.3794973
3201000,1746789118.728164,1746789125.4901204
3213000,1746789118.794204,1746789125.5561604
3222000,1746789118.9027896,1746789125.664746
3228000,1746789118.9645107,1746789125.7264671
3234000,1746789119.0288453,1746789125.7908018
3240000,1746789119.096977,1746789125.8589334
3249000,1746789119.1747382,1746789125.9366946
3255000,1746789119.2418883,1746789126.0038447
3261000,1746789119.3340707,1746789126.0960271
3267000,1746789119.4163344,1746789126.1782908
3276000,1746789119.485902,1746789126.2478585
3282000,1746789119.5749314,1746789126.3368878
3288000,1746789119.6400943,1746789126.4020507
3294000,1746789119.7208812,1746789126.4828377
3303000,1746789119.7931747,1746789126.5551312
3309000,1746789119.819163,1746789126.5811195
3312000,1746789119.9088526,1746789126.670809
3318000,1746789119.9567535,1746789126.71871
3327000,1746789120.0222354,1746789126.7841918
3330000,1746789120.084981,1746789126.8469374
3336000,1746789120.1484017,1746789126.9103582
3342000,1746789120.1953936,1746789126.95735
3348000,1746789120.2610176,1746789127.022974
3351000,1746789120.294017,1746789127.0559735
3357000,1746789120.3547275,1746789127.116684
3363000,1746789120.4237287,1746789127.1856852
3366000,1746789120.469808,1746789127.2317646
3372000,1746789120.5306745,1746789127.292631
3378000,1746789120.5971022,1746789127.3590586
3381000,1746789120.6593764,1746789127.4213328
3387000,1746789120.7427368,1746789127.5046933
3393000,1746789120.7750747,1746789127.5370312
3396000,1746789120.8357224,1746789127.597679
3402000,1746789120.9016848,1746789127.6636412
3408000,1746789120.934142,1746789127.6960986
3414000,1746789121.0146592,1746789127.7766156
3417000,1746789121.0470822,1746789127.8090386
3423000,1746789121.1108775,1746789127.872834
3426000,1746789121.1743662,1746789127.9363227
3432000,1746789121.2228234,1746789127.9847798
3438000,1746789121.2864437,1746789128.0484002
3444000,1746789121.3926744,1746789128.154631
3450000,1746789121.4076805,1746789128.169637
3453000,1746789121.477184,1746789128.2391405
3459000,1746789121.5278492,1746789128.2898057
3465000,1746789121.5918958,1746789128.3538523
3471000,1746789121.62648,1746789128.3884366
3477000,1746789121.68938,1746789128.4513364
3480000,1746789121.7767634,1746789128.53872
3486000,1746789121.8107822,1746789128.5727386
3489000,1746789121.867246,1746789128.6292024
3495000,1746789121.905441,1746789128.6673975
3498000,1746789121.963948,1746789128.7259045
3504000,1746789122.04172,1746789128.8036764
3510000,1746789122.0800798,1746789128.8420362
3516000,1746789122.1390119,1746789128.9009683
3519000,1746789122.2019074,1746789128.9638638
3525000,1746789122.2656991,1746789129.0276556
3531000,1746789122.3150609,1746789129.0770173
3537000,1746789122.3812997,1746789129.1432562
3540000,1746789122.4169676,1746789129.178924
3546000,1746789122.4746895,1746789129.236646
3549000,1746789122.5331755,1746789129.295132
3555000,1746789122.5897987,1746789129.3517551
3561000,1746789122.676306,1746789129.4382625
3567000,1746789122.7109797,1746789129.4729362
3573000,1746789122.7725446,1746789129.534501
3579000,1746789122.8516123,1746789129.6135688
3585000,1746789122.9191275,1746789129.681084
3591000,1746789122.981795,1746789129.7437515
3594000,1746789123.0137951,1746789129.7757516
3597000,1746789123.0932567,1746789129.8552132
3603000,1746789123.1231883,1746789129.8851447
3612000,1746789123.1890528,1746789129.9510093
3618000,1746789123.2526393,1746789130.0145957
3621000,1746789123.3344333,1746789130.0963898
3627000,1746789123.3659008,1746789130.1278572
3630000,1746789123.4285848,1746789130.1905413
3636000,1746789123.4924488,1746789130.2544053
3642000,1746789123.5348287,1746789130.296785
3648000,1746789123.6123083,1746789130.3742647
3654000,1746789123.6758606,1746789130.437817
3657000,1746789123.7099934,1746789130.4719498
3663000,1746789123.7652555,1746789130.527212
3669000,1746789123.829966,1746789130.5919225
3675000,1746789123.8820648,1746789130.6440213
3678000,1746789123.9421031,1746789130.7040596
3684000,1746789124.0066624,1746789130.7686188
3690000,1746789124.070818,1746789130.8327744
3693000,1746789124.1192074,1746789130.8811638
3702000,1746789124.1816974,1746789130.9436538
3705000,1746789124.2469118,1746789131.0088682
3708000,1746789124.2784362,1746789131.0403926
3714000,1746789124.3426604,1746789131.1046169
3717000,1746789124.397597,1746789131.1595535
3723000,1746789124.4589214,1746789131.220878
3726000,1746789124.4921944,1746789131.2541509
3735000,1746789124.585973,1746789131.3479295
3738000,1746789124.6110227,1746789131.3729792
3741000,1746789124.6625648,1746789131.4245212
3747000,1746789124.7256565,1746789131.487613
3756000,1746789124.7902193,1746789131.5521758
3762000,1746789124.854186,1746789131.6161425
3765000,1746789124.9018784,1746789131.6638348
3771000,1746789124.9682004,1746789131.730157
3774000,1746789125.0315886,1746789131.793545
3780000,1746789125.0961623,1746789131.8581188
3786000,1746789125.1740122,1746789131.9359686
3792000,1746789125.2074397,1746789131.969396
3795000,1746789125.2693527,1746789132.0313091
3801000,1746789125.3324573,1746789132.0944138
3807000,1746789125.3626225,1746789132.124579
3813000,1746789125.4285674,1746789132.1905239
3816000,1746789125.478225,1746789132.2401814
3822000,1746789125.5391936,1746789132.30115
3825000,1746789125.6058438,1746789132.3678002
3831000,1746789125.669233,1746789132.4311895
3837000,1746789125.7020793,1746789132.4640357
3840000,1746789125.7682164,1746789132.5301728
3846000,1746789125.806239,1746789132.5681953
3852000,1746789125.8622682,1746789132.6242247
3858000,1746789125.9444778,1746789132.7064342
3861000,1746789125.9778123,1746789132.7397687
3864000,1746789126.038802,1746789132.8007584
3870000,1746789126.0898347,1746789132.8517911
3879000,1746789126.1926212,1746789132.9545777
3885000,1746789126.2245557,1746789132.9865122
3888000,1746789126.3128998,1746789133.0748563
3894000,1746789126.3591435,1746789133.1211
3900000,1746789126.4207363,1746789133.1826928
3906000,1746789126.4900608,1746789133.2520173
3912000,1746789126.5220788,1746789133.2840352
3915000,1746789126.6019537,1746789133.3639102
3921000,1746789126.6348717,1746789133.3968282
3924000,1746789126.6970086,1746789133.458965
3930000,1746789126.760832,1746789133.5227885
3936000,1746789126.8259995,1746789133.587956
3942000,1746789126.8735929,1746789133.6355493
3948000,1746789126.9360712,1746789133.6980276
3951000,1746789126.9702253,1746789133.7321818
3957000,1746789127.0341616,1746789133.796118
3963000,1746789127.100386,1746789133.8623424
3969000,1746789127.1499772,1746789133.9119337
3972000,1746789127.2070217,1746789133.9689782
3978000,1746789127.2721457,1746789134.0341022
3981000,1746789127.3353817,1746789134.0973382
3987000,1746789127.3823826,1746789134.144339
3993000,1746789127.4427605,1746789134.204717
3996000,1746789127.5740287,1746789134.3359852
4008000,1746789127.65397,1746789134.4159265
4014000,1746789127.716499,1746789134.4784555
4026000,1746789127.7858975,1746789134.547854
4029000,1746789127.8781247,1746789134.6400812
4035000,1746789127.9566905,1746789134.718647
4044000,1746789128.0192757,1746789134.781232
4050000,1746789128.085898,1746789134.8478544
4053000,1746789128.164908,1746789134.9268644
4065000,1746789128.2616365,1746789135.023593
4071000,1746789128.322569,1746789135.0845253
4077000,1746789128.3897429,1746789135.1516993
4086000,1746789128.4702451,1746789135.2322016
4092000,1746789128.56461,1746789135.3265665
4098000,1746789128.628965,1746789135.3909214
4104000,1746789128.7117596,1746789135.473716
4113000,1746789128.775406,1746789135.5373623
4119000,1746789128.8690596,1746789135.631016
4125000,1746789128.9843254,1746789135.7462819
4131000,1746789128.9903257,1746789135.7522821
4137000,1746789129.078469,1746789135.8404255
4143000,1746789129.1760414,1746789135.9379978
4152000,1746789129.2525802,1746789136.0145366
4161000,1746789129.3166425,1746789136.078599
4167000,1746789129.3916583,1746789136.1536148
4173000,1746789129.4941068,1746789136.2560632
4182000,1746789129.5603402,1746789136.3222966
4188000,1746789129.6306472,1746789136.3926036
