frame_count,raw_send_time,send_time
465000,1746789088.0952883,1746789094.8572447
468000,1746789088.1231565,1746789094.885113
471000,1746789088.191594,1746789094.9535503
474000,1746789088.2226548,1746789094.9846113
477000,1746789088.246536,1746789095.0084925
480000,1746789088.279489,1746789095.0414455
483000,1746789088.3104377,1746789095.0723941
486000,1746789088.3274379,1746789095.0893943
489000,1746789088.358933,1746789095.1208894
492000,1746789088.38962,1746789095.1515765
495000,1746789088.421588,1746789095.1835444
498000,1746789088.4542177,1746789095.2161741
501000,1746789088.4865623,1746789095.2485187
504000,1746789088.5193472,1746789095.2813036
507000,1746789088.5793996,1746789095.341356
510000,1746789088.5950124,1746789095.3569689
513000,1746789088.62967,1746789095.3916264
516000,1746789088.661693,1746789095.4236495
519000,1746789088.6922855,1746789095.454242
522000,1746789088.7242863,1746789095.4862428
525000,1746789088.7562854,1746789095.518242
528000,1746789088.7883253,1746789095.5502818
531000,1746789088.8218517,1746789095.5838082
534000,1746789088.8528483,1746789095.6148047
537000,1746789088.9003718,1746789095.6623282
540000,1746789088.9323745,1746789095.694331
543000,1746789088.967375,1746789095.7293315
546000,1746789088.998176,1746789095.7601326
549000,1746789089.0290613,1746789095.7910178
552000,1746789089.0635438,1746789095.8255002
555000,1746789089.0959551,1746789095.8579116
558000,1746789089.1419244,1746789095.9038808
561000,1746789089.173815,1746789095.9357715
564000,1746789089.2048485,1746789095.966805
567000,1746789089.2374158,1746789095.9993722
570000,1746789089.2696033,1746789096.0315597
573000,1746789089.3011684,1746789096.063125
576000,1746789089.3354063,1746789096.0973628
579000,1746789089.365725,1746789096.1276815
582000,1746789089.416093,1746789096.1780496
585000,1746789089.4510205,1746789096.212977
588000,1746789089.4782295,1746789096.240186
591000,1746789089.5097315,1746789096.271688
594000,1746789089.5434632,1746789096.3054197
597000,1746789089.5762634,1746789096.33822
600000,1746789089.606251,1746789096.3682075
603000,1746789089.6222541,1746789096.3842106
606000,1746789089.640255,1746789096.4022114
609000,1746789089.692811,1746789096.4547675
612000,1746789089.7221477,1746789096.4841042
615000,1746789089.7907498,1746789096.5527062
618000,1746789089.8208644,1746789096.582821
621000,1746789089.850518,1746789096.6124744
624000,1746789089.8820004,1746789096.643957
627000,1746789089.9046283,1746789096.6665847
630000,1746789089.9286196,1746789096.690576
633000,1746789089.9627006,1746789096.724657
636000,1746789089.9936838,1746789096.7556403
639000,1746789090.0247438,1746789096.7867002
642000,1746789090.0580182,1746789096.8199747
645000,1746789090.0906775,1746789096.852634
648000,1746789090.12266,1746789096.8846164
651000,1746789090.1533115,1746789096.915268
654000,1746789090.1995137,1746789096.9614701
657000,1746789090.2298124,1746789096.9917688
660000,1746789090.2609622,1746789097.0229187
663000,1746789090.29241,1746789097.0543664
666000,1746789090.3249714,1746789097.086928
669000,1746789090.358836,1746789097.1207924
672000,1746789090.3889425,1746789097.150899
675000,1746789090.4212496,1746789097.183206
678000,1746789090.468839,1746789097.2307954
681000,1746789090.5022533,1746789097.2642097
684000,1746789090.5336387,1746789097.2955952
687000,1746789090.5669363,1746789097.3288927
690000,1746789090.5986025,1746789097.360559
693000,1746789090.6289418,1746789097.3908982
696000,1746789090.6618502,1746789097.4238067
699000,1746789090.7160995,1746789097.478056
702000,1746789090.7443573,1746789097.5063138
705000,1746789090.7758179,1746789097.5377743
708000,1746789090.8059843,1746789097.5679407
711000,1746789090.8471885,1746789097.609145
714000,1746789090.8802135,1746789097.64217
717000,1746789090.9026089,1746789097.6645653
720000,1746789090.935828,1746789097.6977844
723000,1746789090.9838088,1746789097.7457652
726000,1746789091.0138764,1746789097.775833
729000,1746789091.0449362,1746789097.8068926
732000,1746789091.0770624,1746789097.8390188
735000,1746789091.1088517,1746789097.8708081
738000,1746789091.142269,1746789097.9042253
741000,1746789091.171293,1746789097.9332495
744000,1746789091.1843157,1746789097.9462721
747000,1746789091.2049046,1746789097.966861
750000,1746789091.253296,1746789098.0152524
753000,1746789091.2843678,1746789098.0463243
756000,1746789091.3178976,1746789098.079854
759000,1746789091.3819435,1746789098.1439
762000,1746789091.4114985,1746789098.173455
765000,1746789091.4444523,1746789098.2064087
768000,1746789091.4624512,1746789098.2244077
771000,1746789091.4914546,1746789098.253411
774000,1746789091.5249715,1746789098.286928
777000,1746789091.5569682,1746789098.3189247
780000,1746789091.588973,1746789098.3509295
783000,1746789091.6214924,1746789098.3834488
786000,1746789091.6514924,1746789098.4134488
789000,1746789091.6845298,1746789098.4464862
792000,1746789091.7180579,1746789098.4800143
795000,1746789091.765612,1746789098.5275683
798000,1746789091.7962933,1746789098.5582497
801000,1746789091.8292568,1746789098.5912132
804000,1746789091.8630989,1746789098.6250553
807000,1746789091.89181,1746789098.6537664
810000,1746789091.9247248,1746789098.6866813
813000,1746789091.95855,1746789098.7205064
816000,1746789092.0056038,1746789098.7675602
819000,1746789092.0370047,1746789098.7989612
822000,1746789092.0701408,1746789098.8320973
825000,1746789092.1032145,1746789098.865171
828000,1746789092.1335888,1746789098.8955452
831000,1746789092.1737382,1746789098.9356947
834000,1746789092.2050395,1746789098.966996
837000,1746789092.2340703,1746789098.9960268
840000,1746789092.2777576,1746789099.039714
843000,1746789092.3097398,1746789099.0716963
846000,1746789092.3411362,1746789099.1030927
849000,1746789092.3764672,1746789099.1384237
852000,1746789092.4059815,1746789099.167938
855000,1746789092.4487488,1746789099.2107053
858000,1746789092.4747465,1746789099.236703
861000,1746789092.504262,1746789099.2662184
864000,1746789092.5272582,1746789099.2892146
867000,1746789092.5888407,1746789099.3507972
870000,1746789092.6215057,1746789099.3834622
873000,1746789092.6469412,1746789099.4088976
876000,1746789092.6793797,1746789099.4413362
879000,1746789092.7117457,1746789099.4737022
882000,1746789092.742752,1746789099.5047085
885000,1746789092.7597456,1746789099.521702
888000,1746789092.7888138,1746789099.5507703
891000,1746789092.8208752,1746789099.5828316
894000,1746789092.8572168,1746789099.6191733
897000,1746789092.889582,1746789099.6515384
900000,1746789092.9221923,1746789099.6841488
903000,1746789092.9812527,1746789099.7432091
906000,1746789093.014723,1746789099.7766795
909000,1746789093.0367045,1746789099.798661
912000,1746789093.0610409,1746789099.8229973
915000,1746789093.0958085,1746789099.857765
918000,1746789093.1259916,1746789099.887948
921000,1746789093.1568866,1746789099.918843
924000,1746789093.1888347,1746789099.9507911
927000,1746789093.2225597,1746789099.9845161
930000,1746789093.2532346,1746789100.015191
933000,1746789093.291615,1746789100.0535715
936000,1746789093.3388085,1746789100.100765
939000,1746789093.3767977,1746789100.1387541
942000,1746789093.4054961,1746789100.1674526
945000,1746789093.4375,1746789100.1994565
948000,1746789093.4675055,1746789100.229462
951000,1746789093.4967566,1746789100.258713
954000,1746789093.5259354,1746789100.2878919
957000,1746789093.5743556,1746789100.336312
960000,1746789093.6078203,1746789100.3697767
963000,1746789093.6380515,1746789100.400008
966000,1746789093.6718888,1746789100.4338453
969000,1746789093.7020426,1746789100.463999
972000,1746789093.7323773,1746789100.4943337
975000,1746789093.7676938,1746789100.5296502
978000,1746789093.797569,1746789100.5595255
981000,1746789093.848889,1746789100.6108456
984000,1746789093.879254,1746789100.6412106
987000,1746789093.9085302,1746789100.6704867
990000,1746789093.9394555,1746789100.701412
993000,1746789093.9714456,1746789100.733402
996000,1746789094.0046246,1746789100.766581
999000,1746789094.0380187,1746789100.7999752
1002000,1746789094.069018,1746789100.8309743
1005000,1746789094.0820172,1746789100.8439736
1008000,1746789094.1156087,1746789100.8775651
1011000,1746789094.1806097,1746789100.9425662
1014000,1746789094.2142491,1746789100.9762056
1017000,1746789094.2432504,1746789101.0052068
1020000,1746789094.2752507,1746789101.0372071
1023000,1746789094.3098788,1746789101.0718353
1026000,1746789094.3218777,1746789101.0838342
1029000,1746789094.3568819,1746789101.1188383
1032000,1746789094.3901567,1746789101.1521132
1035000,1746789094.4216545,1746789101.183611
1038000,1746789094.45195,1746789101.2139065
1041000,1746789094.4855118,1746789101.2474682
1044000,1746789094.518519,1746789101.2804754
1047000,1746789094.5796306,1746789101.341587
1050000,1746789094.593636,1746789101.3555925
1053000,1746789094.6279428,1746789101.3898993
1056000,1746789094.6709888,1746789101.4329453
1059000,1746789094.698501,1746789101.4604576
1062000,1746789094.7266755,1746789101.488632
1065000,1746789094.7580466,1746789101.520003
1068000,1746789094.7892735,1746789101.55123
1071000,1746789094.8228006,1746789101.584757
1074000,1746789094.8549607,1746789101.6169171
1077000,1746789094.9032774,1746789101.6652339
1080000,1746789094.9351,1746789101.6970565
1083000,1746789094.9650652,1746789101.7270217
1086000,1746789094.9974847,1746789101.7594411
1089000,1746789095.0304854,1746789101.7924418
1092000,1746789095.062102,1746789101.8240585
1095000,1746789095.0955822,1746789101.8575387
1098000,1746789095.1410525,1746789101.903009
1101000,1746789095.1741946,1746789101.936151
1104000,1746789095.206974,1746789101.9689305
1107000,1746789095.2385364,1746789102.0004928
1110000,1746789095.2687936,1746789102.03075
1113000,1746789095.3017375,1746789102.063694
1116000,1746789095.3326702,1746789102.0946267
1119000,1746789095.367701,1746789102.1296575
1122000,1746789095.412909,1746789102.1748655
1125000,1746789095.442538,1746789102.2044945
1128000,1746789095.4795606,1746789102.241517
1131000,1746789095.5150428,1746789102.2769992
1134000,1746789095.5450227,1746789102.3069792
1137000,1746789095.5765107,1746789102.3384671
1140000,1746789095.6155853,1746789102.3775418
1143000,1746789095.650572,1746789102.4125285
1146000,1746789095.6665664,1746789102.4285228
1149000,1746789095.6885934,1746789102.4505498
1152000,1746789095.7186701,1746789102.4806266
1155000,1746789095.7900002,1746789102.5519567
1158000,1746789095.819353,1746789102.5813096
1161000,1746789095.8502579,1746789102.6122143
1164000,1746789095.8823895,1746789102.644346
1167000,1746789095.9010363,1746789102.6629927
1170000,1746789095.9291134,1746789102.6910698
1173000,1746789095.9620986,1746789102.724055
1176000,1746789095.993473,1746789102.7554295
1179000,1746789096.026011,1746789102.7879674
1182000,1746789096.0583405,1746789102.820297
1185000,1746789096.0884354,1746789102.8503919
1188000,1746789096.1221356,1746789102.884092
1191000,1746789096.1544013,1746789102.9163578
1194000,1746789096.208787,1746789102.9707434
1197000,1746789096.2367797,1746789102.9987361
1200000,1746789096.2629325,1746789103.024889
1203000,1746789096.2972026,1746789103.059159
1206000,1746789096.328951,1746789103.0909073
1209000,1746789096.3602796,1746789103.122236
1212000,1746789096.3928266,1746789103.154783
1215000,1746789096.4260302,1746789103.1879866
1218000,1746789096.4727435,1746789103.2347
1221000,1746789096.5102885,1746789103.272245
1224000,1746789096.5409195,1746789103.302876
1227000,1746789096.5639155,1746789103.325872
1230000,1746789096.5969222,1746789103.3588786
1233000,1746789096.6301467,1746789103.3921032
1236000,1746789096.6594942,1746789103.4214506
1239000,1746789096.7087653,1746789103.4707217
1242000,1746789096.7397583,1746789103.5017147
1245000,1746789096.7717648,1746789103.5337212
1248000,1746789096.8043587,1746789103.5663152
1251000,1746789096.8363636,1746789103.59832
1254000,1746789096.8683577,1746789103.630314
1257000,1746789096.8993633,1746789103.6613197
1260000,1746789096.9328966,1746789103.694853
1263000,1746789096.9818742,1746789103.7438307
1266000,1746789097.0164053,1746789103.7783618
1269000,1746789097.0455387,1746789103.807495
1272000,1746789097.076336,1746789103.8382924
1275000,1746789097.1076097,1746789103.8695662
1278000,1746789097.1418257,1746789103.9037821
1281000,1746789097.1751962,1746789103.9371526
1284000,1746789097.2076719,1746789103.9696283
1287000,1746789097.21967,1746789103.9816265
1290000,1746789097.2522647,1746789104.0142212
1293000,1746789097.2934659,1746789104.0554223
1296000,1746789097.3173492,1746789104.0793056
1299000,1746789097.388358,1746789104.1503146
1302000,1746789097.4152842,1746789104.1772406
1305000,1746789097.4437335,1746789104.20569
1308000,1746789097.4548836,1746789104.21684
1311000,1746789097.4936285,1746789104.255585
1314000,1746789097.5255687,1746789104.2875252
1317000,1746789097.5659645,1746789104.327921
1320000,1746789097.5990593,1746789104.3610158
1323000,1746789097.6239948,1746789104.3859513
1326000,1746789097.6581333,1746789104.4200897
1329000,1746789097.68738,1746789104.4493365
1332000,1746789097.7187133,1746789104.4806697
1335000,1746789097.7736664,1746789104.5356228
1338000,1746789097.8063827,1746789104.568339
1341000,1746789097.8363764,1746789104.598333
1344000,1746789097.870377,1746789104.6323335
1347000,1746789097.903796,1746789104.6657524
1350000,1746789097.934002,1746789104.6959584
1353000,1746789097.961909,1746789104.7238655
1356000,1746789097.9933038,1746789104.7552602
1359000,1746789098.038758,1746789104.8007145
1362000,1746789098.0728636,1746789104.83482
1365000,1746789098.1012583,1746789104.8632147
1368000,1746789098.135278,1746789104.8972344
1371000,1746789098.1649058,1746789104.9268622
1374000,1746789098.1972833,1746789104.9592397
1377000,1746789098.2301967,1746789104.9921532
1380000,1746789098.2883384,1746789105.0502949
1383000,1746789098.3218856,1746789105.083842
1386000,1746789098.3448887,1746789105.1068451
1389000,1746789098.3753297,1746789105.1372862
1392000,1746789098.4054055,1746789105.167362
1395000,1746789098.4403331,1746789105.2022896
1398000,1746789098.470599,1746789105.2325554
1401000,1746789098.503209,1746789105.2651656
1404000,1746789098.5198178,1746789105.2817743
1407000,1746789098.5901835,1746789105.35214
1410000,1746789098.6237817,1746789105.3857381
1413000,1746789098.648775,1746789105.4107316
1416000,1746789098.682775,1746789105.4447315
1419000,1746789098.7133777,1746789105.4753342
1422000,1746789098.75045,1746789105.5124063
1425000,1746789098.779451,1746789105.5414073
1428000,1746789098.794461,1746789105.5564175
1431000,1746789098.824118,1746789105.5860744
1434000,1746789098.8545823,1746789105.6165388
1437000,1746789098.8877773,1746789105.6497338
1440000,1746789098.9198701,1746789105.6818266
1443000,1746789098.9821522,1746789105.7441087
1446000,1746789099.0139935,1746789105.77595
1449000,1746789099.0271292,1746789105.7890856
1452000,1746789099.0617416,1746789105.823698
1455000,1746789099.0928082,1746789105.8547647
1458000,1746789099.1362598,1746789105.8982162
1461000,1746789099.1653025,1746789105.927259
1464000,1746789099.1921935,1746789105.95415
1467000,1746789099.2237334,1746789105.9856899
1470000,1746789099.2528152,1746789106.0147717
1473000,1746789099.2850726,1746789106.047029
1476000,1746789099.3321848,1746789106.0941412
1479000,1746789099.3621848,1746789106.1241412
1482000,1746789099.3951926,1746789106.157149
1485000,1746789099.429401,1746789106.1913574
1488000,1746789099.4584122,1746789106.2203686
1491000,1746789099.4914086,1746789106.253365
1494000,1746789099.5249307,1746789106.2868872
1497000,1746789099.5569293,1746789106.3188858
1500000,1746789099.604782,1746789106.3667386
1503000,1746789099.6364758,1746789106.3984323
1506000,1746789099.667893,1746789106.4298494
1509000,1746789099.7013948,1746789106.4633512
1512000,1746789099.7330956,1746789106.495052
1515000,1746789099.7646909,1746789106.5266473
1518000,1746789099.797044,1746789106.5590005
1521000,1746789099.8451726,1746789106.607129
1524000,1746789099.8774347,1746789106.6393912
1527000,1746789099.9081762,1746789106.6701326
1530000,1746789099.9409342,1746789106.7028906
1533000,1746789099.9733768,1746789106.7353332
1536000,1746789100.0067012,1746789106.7686577
1539000,1746789100.0368917,1746789106.7988482
1542000,1746789100.070076,1746789106.8320324
1545000,1746789100.0840757,1746789106.8460321
1548000,1746789100.1168242,1746789106.8787806
1551000,1746789100.18312,1746789106.9450765
1554000,1746789100.2128325,1746789106.974789
1557000,1746789100.245543,1746789107.0074995
1560000,1746789100.2747219,1746789107.0366783
1563000,1746789100.3099747,1746789107.0719311
1566000,1746789100.3249745,1746789107.086931
1569000,1746789100.356031,1746789107.1179874
1572000,1746789100.3890638,1746789107.1510203
1575000,1746789100.419226,1746789107.1811824
1578000,1746789100.451909,1746789107.2138655
1581000,1746789100.4845865,1746789107.246543
1584000,1746789100.5226378,1746789107.2845943
1587000,1746789100.5878987,1746789107.3498552
1590000,1746789100.6098025,1746789107.371759
1593000,1746789100.6338034,1746789107.3957598
1596000,1746789100.66975,1746789107.4317064
1599000,1746789100.6998615,1746789107.461818
1602000,1746789100.7252626,1746789107.487219
1605000,1746789100.7617083,1746789107.5236647
1608000,1746789100.7921557,1746789107.5541122
1611000,1746789100.8229916,1746789107.584948
1614000,1746789100.8581247,1746789107.6200812
1617000,1746789100.9121792,1746789107.6741357
1620000,1746789100.9421763,1746789107.7041328
1623000,1746789100.9682965,1746789107.730253
1626000,1746789101.0006626,1746789107.762619
1629000,1746789101.0339005,1746789107.795857
1632000,1746789101.0630782,1746789107.8250346
1635000,1746789101.0956624,1746789107.8576188
1638000,1746789101.1510575,1746789107.913014
1641000,1746789101.180039,1746789107.9419954
1644000,1746789101.2070868,1746789107.9690433
1647000,1746789101.2400837,1746789108.0020401
1650000,1746789101.271973,1746789108.0339293
1653000,1746789101.3060274,1746789108.0679839
1656000,1746789101.3339744,1746789108.0959308
1659000,1746789101.3661735,1746789108.12813
1662000,1746789101.417026,1746789108.1789825
1665000,1746789101.447729,1746789108.2096856
1668000,1746789101.4818945,1746789108.243851
1671000,1746789101.509893,1746789108.2718494
1674000,1746789101.544889,1746789108.3068454
1677000,1746789101.576563,1746789108.3385193
1680000,1746789101.6075392,1746789108.3694956
1683000,1746789101.6402397,1746789108.4021962
1686000,1746789101.6543703,1746789108.4163268
1689000,1746789101.6889296,1746789108.450886
1692000,1746789101.721279,1746789108.4832354
1695000,1746789101.7847533,1746789108.5467098
1698000,1746789101.8133838,1746789108.5753403
1701000,1746789101.8473837,1746789108.6093402
1704000,1746789101.8793828,1746789108.6413393
1707000,1746789101.8954422,1746789108.6573987
1710000,1746789101.93005,1746789108.6920063
1713000,1746789101.9620457,1746789108.7240021
1716000,1746789101.990043,1746789108.7519994
1719000,1746789102.0196357,1746789108.7815921
1722000,1746789102.0521395,1746789108.814096
1725000,1746789102.083138,1746789108.8450944
1728000,1746789102.1146984,1746789108.8766549
1731000,1746789102.1486988,1746789108.9106553
1734000,1746789102.1967092,1746789108.9586656
1737000,1746789102.227318,1746789108.9892745
1740000,1746789102.259318,1746789109.0212746
1743000,1746789102.2903175,1746789109.052274
1746000,1746789102.3249311,1746789109.0868876
1749000,1746789102.3576643,1746789109.1196208
1752000,1746789102.38822,1746789109.1501765
1755000,1746789102.4205842,1746789109.1825407
1758000,1746789102.4729702,1746789109.2349267
1761000,1746789102.503795,1746789109.2657514
1764000,1746789102.535371,1746789109.2973275
1767000,1746789102.569139,1746789109.3310955
1770000,1746789102.6000497,1746789109.3620062
1773000,1746789102.6333315,1746789109.395288
1776000,1746789102.66533,1746789109.4272864
1779000,1746789102.7135983,1746789109.4755547
1782000,1746789102.743598,1746789109.5055544
1785000,1746789102.7754297,1746789109.5373862
1788000,1746789102.8074338,1746789109.5693903
1791000,1746789102.8359575,1746789109.597914
1794000,1746789102.8675401,1746789109.6294966
1797000,1746789102.899592,1746789109.6615484
1800000,1746789102.9343534,1746789109.6963098
1803000,1746789102.9830263,1746789109.7449827
1806000,1746789103.013497,1746789109.7754536
1809000,1746789103.0448306,1746789109.806787
1812000,1746789103.077923,1746789109.8398795
1815000,1746789103.1103568,1746789109.8723133
1818000,1746789103.1452887,1746789109.9072452
1821000,1746789103.1767838,1746789109.9387403
1824000,1746789103.2079093,1746789109.9698658
1827000,1746789103.2294867,1746789109.9914432
1830000,1746789103.2545626,1746789110.016519
1833000,1746789103.2889345,1746789110.050891
1836000,1746789103.3206677,1746789110.0826242
1839000,1746789103.380102,1746789110.1420584
1842000,1746789103.4119005,1746789110.173857
1845000,1746789103.4423687,1746789110.2043252
1848000,1746789103.456338,1746789110.2182944
1851000,1746789103.4959004,1746789110.2578568
1854000,1746789103.5282574,1746789110.2902138
1857000,1746789103.5605385,1746789110.322495
1860000,1746789103.5930092,1746789110.3549657
1863000,1746789103.6235566,1746789110.385513
1866000,1746789103.6567144,1746789110.418671
1869000,1746789103.6886594,1746789110.450616
1872000,1746789103.720646,1746789110.4826024
1875000,1746789103.7685914,1746789110.5305479
1878000,1746789103.80062,1746789110.5625765
1881000,1746789103.8332365,1746789110.595193
1884000,1746789103.8632083,1746789110.6251647
1887000,1746789103.8956227,1746789110.6575792
1890000,1746789103.928149,1746789110.6901054
1893000,1746789103.9621506,1746789110.724107
1896000,1746789103.9932034,1746789110.7551599
1899000,1746789104.0424628,1746789110.8044193
1902000,1746789104.0724657,1746789110.834422
1905000,1746789104.1045353,1746789110.8664918
1908000,1746789104.1372824,1746789110.8992388
1911000,1746789104.170205,1746789110.9321616
1914000,1746789104.209288,1746789110.9712443
1917000,1746789104.2349527,1746789110.9969091
1920000,1746789104.2802215,1746789111.042178
1923000,1746789104.3151028,1746789111.0770593
1926000,1746789104.3451667,1746789111.1071231
1929000,1746789104.3754432,1746789111.1373997
1932000,1746789104.4077554,1746789111.1697118
1935000,1746789104.4446685,1746789111.206625
1938000,1746789104.4722974,1746789111.234254
1941000,1746789104.4993012,1746789111.2612576
1944000,1746789104.5123105,1746789111.274267
1947000,1746789104.5807238,1746789111.3426802
1950000,1746789104.6129055,1746789111.374862
1953000,1746789104.6424277,1746789111.4043841
1956000,1746789104.674433,1746789111.4363894
1959000,1746789104.7080545,1746789111.470011
1962000,1746789104.7396102,1746789111.5015666
1965000,1746789104.7726114,1746789111.5345678
1968000,1746789104.786606,1746789111.5485625
1971000,1746789104.8213181,1746789111.5832746
1974000,1746789104.8503184,1746789111.612275
1977000,1746789104.8833184,1746789111.6452749
1980000,1746789104.9168787,1746789111.6788352
1983000,1746789104.9836512,1746789111.7456076
1986000,1746789105.0129566,1746789111.774913
1989000,1746789105.0275054,1746789111.7894619
