frame_count,raw_arrival_time,arrival_time
1158000,1746789102.7003858,1746789102.6501455
1161000,1746789102.7307851,1746789102.6805449
1164000,1746789102.750623,1746789102.7003827
1167000,1746789102.79008,1746789102.7398398
1170000,1746789102.8104258,1746789102.7601855
1173000,1746789102.8473308,1746789102.7970905
1176000,1746789102.8761165,1746789102.8258762
1179000,1746789102.9079275,1746789102.8576872
1182000,1746789102.9405289,1746789102.8902886
1185000,1746789102.972973,1746789102.9227328
1188000,1746789103.0039253,1746789102.953685
1191000,1746789103.0681944,1746789103.017954
1194000,1746789103.087313,1746789103.0370727
1197000,1746789103.116556,1746789103.0663157
1200000,1746789103.1470912,1746789103.0968509
1203000,1746789103.1802404,1746789103.13
1206000,1746789103.205223,1746789103.1549828
1209000,1746789103.240275,1746789103.1900346
1212000,1746789103.2748713,1746789103.224631
1215000,1746789103.3199728,1746789103.2697325
1218000,1746789103.3654416,1746789103.3152013
1221000,1746789103.3928509,1746789103.3426106
1224000,1746789103.4201193,1746789103.369879
1227000,1746789103.4552,1746789103.4049597
1230000,1746789103.4757097,1746789103.4254694
1233000,1746789103.5046763,1746789103.454436
1236000,1746789103.5540612,1746789103.503821
1239000,1746789103.5950592,1746789103.5448189
1242000,1746789103.6179488,1746789103.5677085
1245000,1746789103.6478891,1746789103.5976489
1248000,1746789103.682402,1746789103.6321616
1251000,1746789103.7125473,1746789103.662307
1254000,1746789103.7450194,1746789103.6947792
1257000,1746789103.7792213,1746789103.728981
1260000,1746789103.830357,1746789103.7801168
1263000,1746789103.8657234,1746789103.815483
1266000,1746789103.8930187,1746789103.8427784
1269000,1746789103.9207604,1746789103.87052
1272000,1746789103.9594703,1746789103.90923
1275000,1746789103.9882913,1746789103.938051
1278000,1746789104.0280418,1746789103.9778016
1281000,1746789104.0535421,1746789104.0033019
1284000,1746789104.0600886,1746789104.0098484
1287000,1746789104.100092,1746789104.0498517
1290000,1746789104.1440988,1746789104.0938585
1293000,1746789104.1636555,1746789104.1134152
1296000,1746789104.2350342,1746789104.184794
1299000,1746789104.2599993,1746789104.209759
1302000,1746789104.2887306,1746789104.2384903
1305000,1746789104.2960436,1746789104.2458034
1308000,1746789104.3398328,1746789104.2895925
1311000,1746789104.3705077,1746789104.3202674
1314000,1746789104.4276583,1746789104.377418
1317000,1746789104.445167,1746789104.3949268
1320000,1746789104.473293,1746789104.4230528
1323000,1746789104.5038905,1746789104.4536502
1326000,1746789104.534962,1746789104.4847217
1329000,1746789104.5653338,1746789104.5150936
1332000,1746789104.6285195,1746789104.5782793
1335000,1746789104.6584325,1746789104.6081922
1338000,1746789104.6885056,1746789104.6382654
1341000,1746789104.7208095,1746789104.6705692
1344000,1746789104.7632499,1746789104.7130096
1347000,1746789104.7800646,1746789104.7298243
1350000,1746789104.8105378,1746789104.7602975
1353000,1746789104.8409152,1746789104.790675
1356000,1746789104.8837593,1746789104.833519
1359000,1746789104.9182534,1746789104.8680131
1362000,1746789104.9485378,1746789104.8982975
1365000,1746789104.9823992,1746789104.932159
1368000,1746789105.0107338,1746789104.9604936
1371000,1746789105.0434124,1746789104.9931722
1374000,1746789105.0777743,1746789105.027534
1377000,1746789105.1508648,1746789105.1006246
1380000,1746789105.1821868,1746789105.1319466
1383000,1746789105.1895735,1746789105.1393332
1386000,1746789105.223043,1746789105.1728027
1389000,1746789105.2535741,1746789105.2033339
1392000,1746789105.288006,1746789105.2377658
1395000,1746789105.3192298,1746789105.2689896
1398000,1746789105.3508499,1746789105.3006096
1401000,1746789105.3681087,1746789105.3178685
1404000,1746789105.4559746,1746789105.4057343
1407000,1746789105.4779603,1746789105.42772
1410000,1746789105.5049517,1746789105.4547114
1413000,1746789105.5337996,1746789105.4835594
1416000,1746789105.5629127,1746789105.5126724
1419000,1746789105.610551,1746789105.5603108
1422000,1746789105.6229143,1746789105.572674
1425000,1746789105.639889,1746789105.5896487
1428000,1746789105.6729336,1746789105.6226933
1431000,1746789105.7059186,1746789105.6556783
1434000,1746789105.73609,1746789105.6858497
1437000,1746789105.768451,1746789105.7182107
1440000,1746789105.8352814,1746789105.785041
1443000,1746789105.858527,1746789105.8082867
1446000,1746789105.874727,1746789105.8244867
1449000,1746789105.9085295,1746789105.8582892
1452000,1746789105.9400191,1746789105.8897789
1455000,1746789105.993615,1746789105.9433746
1458000,1746789106.020006,1746789105.9697657
1461000,1746789106.0432692,1746789105.9930289
1464000,1746789106.0684652,1746789106.018225
1467000,1746789106.1003945,1746789106.0501542
1470000,1746789106.1326232,1746789106.082383
1473000,1746789106.175093,1746789106.1248527
1476000,1746789106.2111795,1746789106.1609392
1479000,1746789106.2349865,1746789106.1847463
1482000,1746789106.290643,1746789106.2404027
1485000,1746789106.303072,1746789106.2528317
1488000,1746789106.3395176,1746789106.2892773
1491000,1746789106.3695462,1746789106.319306
1494000,1746789106.3974311,1746789106.3471909
1497000,1746789106.4500387,1746789106.3997984
1500000,1746789106.4786327,1746789106.4283924
1503000,1746789106.5112052,1746789106.460965
1506000,1746789106.5461812,1746789106.495941
1509000,1746789106.574405,1746789106.5241647
1512000,1746789106.6094444,1746789106.559204
1515000,1746789106.6395218,1746789106.5892816
1518000,1746789106.691192,1746789106.6409516
1521000,1746789106.7230654,1746789106.672825
1524000,1746789106.7528493,1746789106.702609
1527000,1746789106.7880976,1746789106.7378573
1530000,1746789106.8178973,1746789106.767657
1533000,1746789106.8535202,1746789106.8032799
1536000,1746789106.887001,1746789106.8367608
1539000,1746789106.9128935,1746789106.8626533
1542000,1746789106.927857,1746789106.8776166
1545000,1746789106.9629707,1746789106.9127305
1548000,1746789107.0280397,1746789106.9777994
1551000,1746789107.0567348,1746789107.0064945
1554000,1746789107.0899801,1746789107.0397398
1557000,1746789107.1179142,1746789107.067674
1560000,1746789107.1550205,1746789107.1047802
1563000,1746789107.1644218,1746789107.1141815
1566000,1746789107.201299,1746789107.1510587
1569000,1746789107.2366757,1746789107.1864355
1572000,1746789107.2651026,1746789107.2148623
1575000,1746789107.2951813,1746789107.244941
1578000,1746789107.3298707,1746789107.2796304
1581000,1746789107.3799307,1746789107.3296905
1584000,1746789107.4382384,1746789107.387998
1587000,1746789107.4552944,1746789107.405054
1590000,1746789107.4800377,1746789107.4297974
1593000,1746789107.532252,1746789107.4820118
1596000,1746789107.5497653,1746789107.499525
1599000,1746789107.574115,1746789107.5238748
1602000,1746789107.6101706,1746789107.5599303
1605000,1746789107.6384745,1746789107.5882342
1608000,1746789107.672863,1746789107.6226227
1611000,1746789107.705411,1746789107.6551707
1614000,1746789107.7816489,1746789107.7314086
1617000,1746789107.7899525,1746789107.7397122
1620000,1746789107.827714,1746789107.7774737
1623000,1746789107.8484218,1746789107.7981815
1626000,1746789107.8859184,1746789107.835678
1629000,1746789107.9122932,1746789107.862053
1632000,1746789107.9438725,1746789107.8936322
1635000,1746789108.0165176,1746789107.9662774
1638000,1746789108.0291162,1746789107.9788759
1641000,1746789108.0588365,1746789108.0085962
1644000,1746789108.0887396,1746789108.0384994
1647000,1746789108.1188014,1746789108.068561
1650000,1746789108.1528316,1746789108.1025913
1653000,1746789108.235931,1746789108.1856906
1656000,1746789108.2384636,1746789108.1882234
1659000,1746789108.2629695,1746789108.2127292
1662000,1746789108.2969422,1746789108.246702
1665000,1746789108.3293173,1746789108.279077
1668000,1746789108.3580885,1746789108.3078482
1671000,1746789108.3937309,1746789108.3434906
1674000,1746789108.4238567,1746789108.3736165
1677000,1746789108.4608862,1746789108.410646
1680000,1746789108.4905167,1746789108.4402764
1683000,1746789108.4980853,1746789108.447845
1686000,1746789108.5380957,1746789108.4878554
1689000,1746789108.570796,1746789108.5205557
1692000,1746789108.640068,1746789108.5898278
1695000,1746789108.6649082,1746789108.614668
1698000,1746789108.6982768,1746789108.6480365
1701000,1746789108.7311115,1746789108.6808712
1704000,1746789108.7425368,1746789108.6922965
1707000,1746789108.7774284,1746789108.727188
1710000,1746789108.8111925,1746789108.7609522
1713000,1746789108.8959472,1746789108.845707
1716000,1746789108.8985636,1746789108.8483233
1719000,1746789108.9020321,1746789108.8517919
1722000,1746789108.9277046,1746789108.8774643
1725000,1746789108.9597511,1746789108.9095109
1728000,1746789108.997442,1746789108.9472017
1731000,1746789109.0438774,1746789108.993637
1734000,1746789109.0706859,1746789109.0204456
1737000,1746789109.1032386,1746789109.0529983
1740000,1746789109.1342616,1746789109.0840213
1743000,1746789109.171768,1746789109.1215277
1746000,1746789109.2032747,1746789109.1530344
1749000,1746789109.2325225,1746789109.1822822
1752000,1746789109.263065,1746789109.2128248
1755000,1746789109.325421,1746789109.2751808
1758000,1746789109.4019558,1746789109.3517156
1761000,1746789109.4048011,1746789109.3545609
1764000,1746789109.418366,1746789109.3681257
1767000,1746789109.58245,1746789109.5322096
1770000,1746789109.5864542,1746789109.5362139
1773000,1746789109.5904682,1746789109.540228
1776000,1746789109.5942154,1746789109.543975
1779000,1746789109.5983257,1746789109.5480855
1782000,1746789109.6258235,1746789109.5755832
1785000,1746789109.6551747,1746789109.6049345
1788000,1746789109.6810877,1746789109.6308475
1791000,1746789109.7207983,1746789109.670558
1794000,1746789109.742541,1746789109.6923008
1797000,1746789109.7800968,1746789109.7298565
1800000,1746789109.8355055,1746789109.7852652
1803000,1746789109.8574686,1746789109.8072283
1806000,1746789109.893825,1746789109.8435848
1809000,1746789109.9287531,1746789109.8785129
1812000,1746789109.9545343,1746789109.904294
1815000,1746789109.9953063,1746789109.945066
1818000,1746789110.0232382,1746789109.972998
1821000,1746789110.061017,1746789110.0107768
1824000,1746789110.0767214,1746789110.0264812
1827000,1746789110.1034536,1746789110.0532134
1830000,1746789110.138326,1746789110.0880857
1833000,1746789110.1707618,1746789110.1205215
1836000,1746789110.2250085,1746789110.1747682
1839000,1746789110.2557237,1746789110.2054834
1842000,1746789110.288648,1746789110.2384076
1845000,1746789110.296415,1746789110.2461748
1848000,1746789110.3479338,1746789110.2976935
1851000,1746789110.3842185,1746789110.3339782
1854000,1746789110.4103765,1746789110.3601363
1857000,1746789110.4434085,1746789110.3931682
1860000,1746789110.476112,1746789110.4258716
1863000,1746789110.5089564,1746789110.4587162
1866000,1746789110.5383632,1746789110.488123
1869000,1746789110.570015,1746789110.5197747
1872000,1746789110.622389,1746789110.5721488
1875000,1746789110.6500962,1746789110.599856
1878000,1746789110.6832385,1746789110.6329982
1881000,1746789110.7124858,1746789110.6622455
1884000,1746789110.748387,1746789110.6981468
1887000,1746789110.7828338,1746789110.7325935
1890000,1746789110.8112562,1746789110.761016
1893000,1746789110.8450499,1746789110.7948096
1896000,1746789110.8980458,1746789110.8478055
1899000,1746789110.9201136,1746789110.8698733
1902000,1746789110.9549518,1746789110.9047115
1905000,1746789110.986023,1746789110.9357827
1908000,1746789111.0280108,1746789110.9777706
1911000,1746789111.0652537,1746789111.0150135
1914000,1746789111.0852187,1746789111.0349784
1917000,1746789111.1299458,1746789111.0797055
1920000,1746789111.1649601,1746789111.1147199
1923000,1746789111.1947403,1746789111.1445
1926000,1746789111.2256744,1746789111.175434
1929000,1746789111.2708583,1746789111.220618
1932000,1746789111.2980905,1746789111.2478502
1935000,1746789111.3199217,1746789111.2696815
1938000,1746789111.3447478,1746789111.2945075
1941000,1746789111.3547437,1746789111.3045034
1944000,1746789111.4255114,1746789111.375271
1947000,1746789111.4603026,1746789111.4100623
1950000,1746789111.4890485,1746789111.4388082
1953000,1746789111.5212688,1746789111.4710286
1956000,1746789111.553292,1746789111.5030518
1959000,1746789111.5834465,1746789111.5332062
1962000,1746789111.6183307,1746789111.5680904
1965000,1746789111.627734,1746789111.5774937
1968000,1746789111.6652086,1746789111.6149683
1971000,1746789111.6984203,1746789111.64818
1974000,1746789111.725145,1746789111.6749048
1977000,1746789111.7650478,1746789111.7148075
1980000,1746789111.8298,1746789111.7795596
1983000,1746789111.8577414,1746789111.807501
1986000,1746789111.872298,1746789111.8220577
1989000,1746789111.9044251,1746789111.8541849
