frame_count,send_time
0,1746786696.3169353
3000,1746786696.3663523
6000,1746786696.392531
9000,1746786696.4221253
12000,1746786696.4558942
15000,1746786696.4875338
18000,1746786696.518721
21000,1746786696.5503607
24000,1746786696.6006248
27000,1746786696.6319656
30000,1746786696.6631298
33000,1746786696.6981304
36000,1746786696.7276723
39000,1746786696.7586641
42000,1746786696.7909992
45000,1746786696.8227737
48000,1746786696.8397362
51000,1746786696.8722267
54000,1746786696.902151
57000,1746786696.968045
60000,1746786697.0010507
63000,1746786697.0790923
66000,1746786697.1091135
69000,1746786697.1302373
72000,1746786697.1482322
75000,1746786697.1692352
78000,1746786697.1862366
81000,1746786697.2132483
84000,1746786697.2474968
87000,1746786697.2766504
90000,1746786697.3066835
93000,1746786697.3402622
96000,1746786697.381519
99000,1746786697.414515
102000,1746786697.4452662
105000,1746786697.4780514
108000,1746786697.509363
111000,1746786697.5405457
114000,1746786697.5745454
117000,1746786697.6082969
120000,1746786697.6572044
123000,1746786697.6882043
126000,1746786697.7166626
129000,1746786697.7485032
132000,1746786697.7816005
135000,1746786697.8156722
138000,1746786697.84445
141000,1746786697.8924475
144000,1746786697.9263127
147000,1746786697.9574764
150000,1746786697.9884782
153000,1746786698.0230703
156000,1746786698.0517333
159000,1746786698.0844598
162000,1746786698.1178792
165000,1746786698.164666
168000,1746786698.197324
171000,1746786698.22912
174000,1746786698.2601185
177000,1746786698.2923238
180000,1746786698.3253546
183000,1746786698.3563118
186000,1746786698.3933132
189000,1746786698.4093208
192000,1746786698.4375057
195000,1746786698.4679015
198000,1746786698.5324347
201000,1746786698.5664299
204000,1746786698.5984893
207000,1746786698.6310427
210000,1746786698.6450343
213000,1746786698.6770391
216000,1746786698.707052
219000,1746786698.7402258
222000,1746786698.7722304
225000,1746786698.8052282
228000,1746786698.8367708
231000,1746786698.8687763
234000,1746786698.9011872
237000,1746786698.9513261
240000,1746786698.9820926
243000,1746786699.0083046
246000,1746786699.042074
249000,1746786699.0733037
252000,1746786699.104029
255000,1746786699.1385148
258000,1746786699.1683617
261000,1746786699.2179003
264000,1746786699.2490249
267000,1746786699.2804286
270000,1746786699.3114145
273000,1746786699.3507123
276000,1746786699.382838
279000,1746786699.4143202
282000,1746786699.4596047
285000,1746786699.4904277
288000,1746786699.5236495
291000,1746786699.554743
294000,1746786699.5856888
297000,1746786699.6186497
300000,1746786699.6504107
303000,1746786699.6855037
306000,1746786699.731029
309000,1746786699.7630844
312000,1746786699.798081
315000,1746786699.8266232
318000,1746786699.858633
321000,1746786699.8914533
324000,1746786699.9245522
327000,1746786699.9567487
330000,1746786699.9747508
333000,1746786700.0032423
336000,1746786700.0346513
339000,1746786700.0654027
342000,1746786700.0991187
345000,1746786700.1647623
348000,1746786700.1955836
351000,1746786700.2155766
354000,1746786700.2406435
357000,1746786700.2736568
360000,1746786700.3039234
363000,1746786700.3376734
366000,1746786700.3670423
369000,1746786700.3987863
372000,1746786700.4311368
375000,1746786700.4640448
378000,1746786700.5132868
381000,1746786700.5444179
384000,1746786700.57501
387000,1746786700.6070259
390000,1746786700.6383338
393000,1746786700.6723478
396000,1746786700.7037933
399000,1746786700.735929
402000,1746786700.7828176
405000,1746786700.8150938
408000,1746786700.8483894
411000,1746786700.8798232
414000,1746786700.9145868
417000,1746786700.9476116
420000,1746786700.9767761
423000,1746786701.0243034
426000,1746786701.0546544
429000,1746786701.0896626
432000,1746786701.1216612
435000,1746786701.1517634
438000,1746786701.1827686
441000,1746786701.216296
444000,1746786701.2488906
447000,1746786701.2619052
450000,1746786701.3278959
453000,1746786701.3599539
456000,1746786701.3924775
459000,1746786701.4254909
462000,1746786701.4584756
465000,1746786701.489777
468000,1746786701.5072775
471000,1746786701.521492
474000,1746786701.5690057
477000,1746786701.5992951
480000,1746786701.6358078
483000,1746786701.666914
486000,1746786701.6999223
489000,1746786701.7714367
492000,1746786701.8004367
495000,1746786701.8175364
498000,1746786701.8419054
501000,1746786701.881825
504000,1746786701.9328325
507000,1746786701.946404
510000,1746786701.9685957
513000,1746786702.00064
516000,1746786702.0335374
519000,1746786702.0914176
522000,1746786702.12141
525000,1746786702.1456125
528000,1746786702.1750407
531000,1746786702.208556
534000,1746786702.2395709
537000,1746786702.272304
540000,1746786702.3053498
543000,1746786702.3551936
546000,1746786702.3844283
549000,1746786702.4153516
552000,1746786702.4482195
555000,1746786702.4803874
558000,1746786702.5107937
561000,1746786702.5438251
564000,1746786702.604539
567000,1746786702.6480849
570000,1746786702.6700847
573000,1746786702.6870775
576000,1746786702.7256021
579000,1746786702.7516625
582000,1746786702.7833056
585000,1746786702.8205483
588000,1746786702.839618
591000,1746786702.8695643
594000,1746786702.8990605
597000,1746786702.9643204
600000,1746786702.9956796
603000,1746786703.0287607
606000,1746786703.0592847
609000,1746786703.0782812
612000,1746786703.1086392
615000,1746786703.141106
618000,1746786703.1728778
621000,1746786703.2049606
624000,1746786703.2381256
627000,1746786703.269987
630000,1746786703.3012576
633000,1746786703.3324409
636000,1746786703.3817873
639000,1746786703.413148
642000,1746786703.4442103
645000,1746786703.4779584
648000,1746786703.5091991
651000,1746786703.5419583
654000,1746786703.5765347
657000,1746786703.5997405
660000,1746786703.6488483
663000,1746786703.678934
666000,1746786703.7128701
669000,1746786703.7429042
672000,1746786703.7754977
675000,1746786703.8084924
678000,1746786703.8404968
681000,1746786703.8870153
684000,1746786703.9190123
687000,1746786703.9512844
690000,1746786703.9842832
693000,1746786704.0162935
696000,1746786704.0488486
699000,1746786704.0788589
702000,1746786704.1122713
705000,1746786704.1599169
708000,1746786704.2001786
711000,1746786704.2340732
714000,1746786704.2547638
717000,1746786704.2855277
720000,1746786704.318762
723000,1746786704.3507428
726000,1746786704.384683
729000,1746786704.3978112
732000,1746786704.4324613
735000,1746786704.4642532
738000,1746786704.5079365
741000,1746786704.5713403
744000,1746786704.5993397
747000,1746786704.6307075
750000,1746786704.6512809
753000,1746786704.6713436
756000,1746786704.7029712
759000,1746786704.7370017
762000,1746786704.769112
765000,1746786704.7993495
768000,1746786704.8326867
