frame_count,send_time
18000,1746786696.8929067
24000,1746786696.9686162
27000,1746786697.4770722
36000,1746786697.5319629
39000,1746786697.8071547
72000,1746786697.8702564
81000,1746786698.4095075
135000,1746786698.4661903
147000,1746786698.5680215
171000,1746786698.626631
183000,1746786698.68284
192000,1746786698.9578283
195000,1746786699.025478
198000,1746786699.1031172
204000,1746786699.1620255
237000,1746786699.2223
243000,1746786699.3577828
255000,1746786699.5796988
261000,1746786699.792865
267000,1746786699.8667011
273000,1746786699.9571524
276000,1746786700.0295897
297000,1746786700.1048915
300000,1746786700.7616374
348000,1746786700.8363578
357000,1746786701.166655
384000,1746786701.2587218
396000,1746786701.3323712
399000,1746786701.6517622
438000,1746786701.754998
447000,1746786701.9158118
459000,1746786701.9957955
462000,1746786702.413675
483000,1746786702.487774
486000,1746786702.630753
525000,1746786702.7109349
534000,1746786703.3344796
594000,1746786703.4176552
606000,1746786703.492953
612000,1746786704.0633106
669000,1746786704.1400435
672000,1746786704.6841981
705000,1746786704.7562883
708000,1746786704.8459775
729000,1746786704.9192514
735000,1746786705.076877
738000,1746786705.1520708
741000,1746786705.2452245
777000,1746786705.3235555
786000,1746786705.658853
801000,1746786705.7307677
804000,1746786705.9021473
816000,1746786705.9808216
825000,1746786706.0567937
834000,1746786706.1340399
837000,1746786706.362761
876000,1746786706.4357305
882000,1746786706.5941024
900000,1746786706.6712272
906000,1746786706.7442863
915000,1746786706.8268301
918000,1746786706.8980472
921000,1746786707.132781
933000,1746786707.2027156
936000,1746786707.2935233
954000,1746786707.3647313
966000,1746786707.693931
984000,1746786707.7661836
993000,1746786708.7290587
1071000,1746786708.8248208
1074000,1746786708.8981144
1077000,1746786709.1949944
1119000,1746786709.250428
1122000,1746786709.416098
1131000,1746786709.4908133
1140000,1746786709.5636342
1149000,1746786709.7483559
1161000,1746786709.8225923
1164000,1746786710.1636877
1206000,1746786710.2353175
1215000,1746786710.4908497
1236000,1746786710.563681
1239000,1746786710.7145357
1248000,1746786710.7906454
1260000,1746786711.041684
1284000,1746786711.1217294
1287000,1746786711.2733924
1323000,1746786711.3500314
1329000,1746786711.4295747
1341000,1746786711.5033956
1350000,1746786711.920277
1368000,1746786712.005581
1377000,1746786712.1418195
1398000,1746786712.2176406
1404000,1746786712.4610872
1419000,1746786712.5392973
1425000,1746786712.6876986
1437000,1746786713.0076377
1461000,1746786713.0799756
1473000,1746786713.4835894
1509000,1746786713.5550957
1515000,1746786713.7700596
1533000,1746786713.8423007
1539000,1746786714.7210376
1587000,1746786714.792499
1602000,1746786715.0379887
1626000,1746786715.1145551
1632000,1746786715.1899593
1656000,1746786715.2649333
1662000,1746786715.3546128
1671000,1746786715.427117
1677000,1746786715.4841437
1680000,1746786715.5301452
1683000,1746786715.9867864
1722000,1746786716.0623636
1725000,1746786716.1399047
1746000,1746786716.210103
1758000,1746786716.384241
1767000,1746786716.5422347
1779000,1746786716.6171103
1791000,1746786716.9413948
1815000,1746786717.015765
1824000,1746786717.4221466
1857000,1746786717.5062182
1866000,1746786717.5805042
1878000,1746786717.741626
1881000,1746786717.819914
1890000,1746786717.8942127
1902000,1746786717.9673688
1911000,1746786718.31594
1935000,1746786718.3958354
1941000,1746786718.5422695
1950000,1746786718.6125631
1959000,1746786718.8722587
1986000,1746786718.9455822
1998000,1746786719.1150122
2007000,1746786719.195789
2016000,1746786719.2812998
2031000,1746786719.520912
2043000,1746786719.5976312
