frame_count,arrival_time
18000,1746786697.0020504
24000,1746786697.0800934
27000,1746786697.5745454
36000,1746786697.6582072
39000,1746786697.8934476
72000,1746786697.9895093
81000,1746786698.533432
135000,1746786698.5674376
147000,1746786698.6480372
171000,1746786698.7402258
183000,1746786698.8052282
192000,1746786699.0430758
195000,1746786699.1080298
198000,1746786699.2188966
204000,1746786699.3597057
237000,1746786699.3667085
243000,1746786699.4606493
255000,1746786699.76813
261000,1746786699.9315584
267000,1746786700.0356827
273000,1746786700.066404
276000,1746786700.1965976
297000,1746786700.9155908
300000,1746786700.9476116
348000,1746786700.9808125
357000,1746786701.3318975
384000,1746786701.4264982
396000,1746786701.4903703
399000,1746786701.8948233
438000,1746786701.9068928
447000,1746786702.0934322
459000,1746786702.1461215
462000,1746786702.4833906
483000,1746786702.6175377
486000,1746786702.7833056
525000,1746786702.842668
534000,1746786703.5440044
594000,1746786703.5535388
606000,1746786703.6488483
612000,1746786704.2022438
669000,1746786704.2865298
672000,1746786704.8336852
705000,1746786704.8386958
708000,1746786705.006962
729000,1746786705.0732985
735000,1746786705.2215552
738000,1746786705.2275593
741000,1746786705.3832083
777000,1746786705.4674857
786000,1746786705.8010879
801000,1746786705.8764899
804000,1746786706.000398
816000,1746786706.1608002
825000,1746786706.192564
834000,1746786706.2724187
837000,1746786706.5136335
876000,1746786706.5772147
882000,1746786706.735272
900000,1746786706.8171246
906000,1746786706.9126017
915000,1746786706.9777865
918000,1746786707.056361
921000,1746786707.2187319
933000,1746786707.2964659
936000,1746786707.4573174
954000,1746786707.4628308
966000,1746786707.763789
984000,1746786707.916708
993000,1746786708.9133399
1071000,1746786708.9433453
1074000,1746786709.0398679
1077000,1746786709.4220452
1119000,1746786709.4260466
1122000,1746786709.4896865
1131000,1746786709.6727924
1140000,1746786709.6817884
1149000,1746786709.906783
1161000,1746786709.912778
1164000,1746786710.3053741
1206000,1746786710.4927487
1215000,1746786710.6584234
1236000,1746786710.72036
1239000,1746786710.8814323
1248000,1746786711.0314467
1260000,1746786711.2661908
1284000,1746786711.2726328
1287000,1746786711.4116318
1323000,1746786711.5135484
1329000,1746786711.66558
1341000,1746786711.6710837
1350000,1746786712.0497591
1368000,1746786712.147288
1377000,1746786712.2983139
1398000,1746786712.3576055
1404000,1746786712.5972524
1419000,1746786712.692119
1425000,1746786712.8366911
1437000,1746786713.1441538
1461000,1746786713.2412565
1473000,1746786713.5721242
1509000,1746786713.7769434
1515000,1746786713.936717
1533000,1746786714.0013483
1539000,1746786714.9443634
1587000,1746786714.9503624
1602000,1746786715.1801028
1626000,1746786715.2669127
1632000,1746786715.3491201
1656000,1746786715.3581176
1662000,1746786715.505351
1671000,1746786715.5103905
1677000,1746786715.6004727
1680000,1746786715.666996
1683000,1746786716.1287186
1722000,1746786716.2114985
1725000,1746786716.3052735
1746000,1746786716.31032
1758000,1746786716.57511
1767000,1746786716.6755235
1779000,1746786716.7679362
1791000,1746786717.103695
1815000,1746786717.1683173
1824000,1746786717.6044562
1857000,1746786717.668177
1866000,1746786717.729512
1878000,1746786717.8737512
1881000,1746786717.9704795
1890000,1746786718.0352108
1902000,1746786718.129331
1911000,1746786718.4354575
1935000,1746786718.5404255
1941000,1746786718.6580007
1950000,1746786718.7586176
1959000,1746786719.0263438
1986000,1746786719.0910017
1998000,1746786719.2650535
2007000,1746786719.37477
2016000,1746786719.4399915
2031000,1746786719.679227
2043000,1746786719.742791
2052000,1746786719.8114622
2058000,1746786720.134617
2091000,1746786720.1426117
2094000,1746786720.4567242
2130000,1746786720.4646754
2145000,1746786721.1835494
2175000,1746786721.1964874
2181000,1746786721.2173462
2190000,1746786721.6869645
2199000,1746786721.7905092
2208000,1746786721.9565368
2220000,1746786721.9635315
2229000,1746786722.4184942
2295000,1746786722.4242609
2301000,1746786722.8350072
2325000,1746786722.9304905
2331000,1746786723.2482827
2355000,1746786723.3145401
2364000,1746786723.3215911
2376000,1746786724.273627
2382000,1746786724.3697684
2391000,1746786724.5443316
2460000,1746786724.55133
2475000,1746786724.7685244
2490000,1746786724.942768
2496000,1746786724.9478037
2511000,1746786725.2585714
2520000,1746786725.3676715
2526000,1746786725.4261281
2562000,1746786725.6669512
2571000,1746786725.6749945
2574000,1746786725.7601466
2589000,1746786725.82521
2646000,1746786725.9038908
2655000,1746786726.0002751
2664000,1746786726.1179261
2670000,1746786726.1523886
2676000,1746786726.211715
2679000,1746786726.2738569
2688000,1746786726.3946812
2697000,1746786726.4242015
2700000,1746786726.5135708
2706000,1746786726.5753436
2715000,1746786726.6653175
2721000,1746786726.7227573
2727000,1746786726.7865877
2733000,1746786726.8579862
2742000,1746786726.9380648
2748000,1746786727.0064938
2751000,1746786727.096324
2760000,1746786727.1672604
2766000,1746786727.2316477
2775000,1746786727.3266745
2784000,1746786727.3907826
2787000,1746786727.4733171
2793000,1746786727.5349522
2802000,1746786727.6029541
2811000,1746786727.690201
2817000,1746786727.7751274
2823000,1746786727.849079
2829000,1746786727.9074917
2832000,1746786727.9855704
2841000,1746786728.0534704
2850000,1746786728.1463165
2856000,1746786728.226764
2862000,1746786728.2868307
2868000,1746786728.3519118
2874000,1746786728.417236
2880000,1746786728.5299513
2889000,1746786728.561207
2892000,1746786728.6563401
2901000,1746786728.707194
2907000,1746786728.8009455
2916000,1746786728.8680177
2922000,1746786728.9284065
2928000,1746786729.0128608
2931000,1746786729.1055472
2940000,1746786729.1709607
2949000,1746786729.2485852
2955000,1746786729.3123841
2961000,1746786729.3814046
2970000,1746786729.4713986
2976000,1746786729.553423
2982000,1746786729.6180415
2988000,1746786729.7123945
2997000,1746786729.794766
3003000,1746786729.8565197
3009000,1746786729.9837513
3015000,1746786729.9987886
3024000,1746786730.12705
3033000,1746786730.1606123
3036000,1746786730.2257435
3042000,1746786730.3022563
3051000,1746786730.4002132
3060000,1746786730.4956093
3069000,1746786730.6103323
3075000,1746786730.642694
3081000,1746786730.7376971
3090000,1746786730.8180373
3096000,1746786730.8823464
3102000,1746786730.945462
3108000,1746786731.0382757
3117000,1746786731.1255808
3123000,1746786731.162793
3126000,1746786731.2531874
3135000,1746786731.3091836
3141000,1746786731.3940194
3147000,1746786731.6001556
3156000,1746786731.664328
3174000,1746786731.7389493
3180000,1746786731.8046603
3183000,1746786731.8792486
3189000,1746786731.9433076
3198000,1746786732.0384326
3204000,1746786732.1145813
3213000,1746786732.1775553
3219000,1746786732.2725394
3228000,1746786732.3373842
3234000,1746786732.4167967
3240000,1746786732.4818485
3246000,1746786732.5441868
3249000,1746786732.6057134
3255000,1746786732.6543548
3264000,1746786732.7679908
3267000,1746786732.8171291
3273000,1746786732.928609
3282000,1746786732.9931972
3288000,1746786733.0654504
3294000,1746786733.1015992
3300000,1746786733.2134893
3309000,1746786733.2681963
3315000,1746786733.3318834
3324000,1746786733.3987684
3327000,1746786733.4725213
3336000,1746786733.5388093
3342000,1746786733.6335213
3351000,1746786733.6835518
3357000,1746786733.7456353
3363000,1746786733.8405788
3369000,1746786733.9042501
3375000,1746786733.9523985
3378000,1746786734.0162144
3384000,1746786734.1111336
3393000,1746786734.1766274
3399000,1746786734.2578535
3405000,1746786734.3222613
3411000,1746786734.4183528
3417000,1746786734.4648666
3423000,1746786734.5633473
3432000,1746786734.62825
3435000,1746786734.693525
3444000,1746786734.805586
3450000,1746786734.864324
3459000,1746786734.9736667
3465000,1746786734.9866607
3471000,1746786735.0416634
3474000,1746786735.135729
3486000,1746786735.2002695
3492000,1746786735.3128178
3501000,1746786735.377438
3507000,1746786735.4722612
3516000,1746786735.521375
3522000,1746786735.6177335
3525000,1746786735.6794941
3531000,1746786735.7451239
3540000,1746786735.8544517
3546000,1746786735.8864307
3552000,1746786735.9528685
3558000,1746786736.033536
3564000,1746786736.1301887
3573000,1746786736.1391823
3576000,1746786736.224219
3579000,1746786736.267652
3585000,1746786736.3394444
3594000,1746786736.4059365
3600000,1746786736.5009134
3609000,1746786736.5808425
3615000,1746786736.6210032
3618000,1746786736.7131035
3627000,1746786736.773096
3633000,1746786736.854638
3639000,1746786736.92484
3645000,1746786737.0158973
3654000,1746786737.0941916
3660000,1746786737.1544313
3663000,1746786737.2176914
3672000,1746786737.2859118
3681000,1746786737.3981931
3687000,1746786737.4632816
3690000,1746786737.526895
3696000,1746786737.5843694
3705000,1746786737.6640954
3714000,1746786737.7274551
3720000,1746786737.8230247
3726000,1746786737.9045134
3732000,1746786737.9720316
3738000,1746786738.0340476
3744000,1746786738.0961833
3753000,1746786738.1794932
3759000,1746786738.2398505
3765000,1746786738.3375196
3774000,1746786738.3861747
3777000,1746786738.4808056
3783000,1746786738.578758
3792000,1746786738.6624737
3801000,1746786738.7192092
3804000,1746786738.7835515
3813000,1746786738.856447
3819000,1746786738.974434
3825000,1746786738.9989498
3831000,1746786739.0868325
3840000,1746786739.1459057
3846000,1746786739.2388396
3855000,1746786739.3339212
3861000,1746786739.4009778
3864000,1746786739.4724174
3870000,1746786739.5382373
3882000,1746786739.633212
3891000,1746786739.7134275
3897000,1746786739.7472274
3900000,1746786739.8495908
3909000,1746786739.904627
